"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"China","2018","Rubber tube, pipe, hose, metal reinforced, no fitting","Export","284950162","86021636.7726568","Weight in kilograms","86021636.7726568"
"China","2018","Rubber tube, pipe, hose, metal reinforced, no fitting","Re-Import","126180","19458","Weight in kilograms","19458"
"China","2018","Rubber tube, pipe, hose textile-reinforced no fitting","Import","147930996","9763348.27390095","Weight in kilograms","9763348.27390095"
"China","2018","Rubber tube, pipe, hose textile-reinforced no fitting","Export","159885446","24491101.4941793","Weight in kilograms","24491101.4941793"
"China","2018","Rubber tube, pipe, hose textile-reinforced no fitting","Re-Import","134218","4174","Weight in kilograms","4174"
"China","2018","Rubber tube, pipe or hose, reinforced nes, no fitting","Import","60728707","3995648.4662858","Weight in kilograms","3995648.4662858"
"China","2018","Rubber tube, pipe or hose, reinforced nes, no fitting","Export","21989875","4519216.42843139","Weight in kilograms","4519216.42843139"
"China","2018","Rubber tube, pipe or hose, reinforced nes, no fitting","Re-Import","88441","2597","Weight in kilograms","2597"
"China","2018","Rubber tube, pipe or hose with fittings","Import","324872857","11435428.9835352","Weight in kilograms","11435428.9835352"
"China","2018","Rubber tube, pipe or hose with fittings","Export","367841085","64987878.1759953","Weight in kilograms","64987878.1759953"
"China","2018","Rubber tube, pipe or hose with fittings","Re-Import","1040677","94518","Weight in kilograms","94518"
"China","2018","Transmission belts etc, rubber, trapezoidal","Import","52351940","2377536.50121677","Weight in kilograms","2377536.50121677"
"China","2018","Transmission belts etc, rubber, trapezoidal","Export","127694270","31129950.9481122","Weight in kilograms","31129950.9481122"
"China","2018","Transmission belts etc, rubber, trapezoidal","Re-Import","155133","5641.60192794707","Weight in kilograms","5641.60192794707"
"China","2018","Conveyor, transmission belts and belting, rubber nes","Import","221556219","16192315.657837","Weight in kilograms","16192315.657837"
"China","2018","Conveyor, transmission belts and belting, rubber nes","Export","810923026","290559428.622612","Weight in kilograms","290559428.622612"
"China","2018","Conveyor, transmission belts and belting, rubber nes","Re-Import","6903603","122278.578198972","Weight in kilograms","122278.578198972"
"China","2018","Pneumatic tyres new of rubber for motor cars","Import","597100173","94518214","Number of items","7462706"
"China","2018","Pneumatic tyres new of rubber for motor cars","Export","5430334893","1990086741","Number of items","209597638"
"China","2018","Pneumatic tyres new of rubber for motor cars","Re-Import","14190078","3773644","Number of items","301461"
"China","2018","Pneumatic tyres new of rubber for buses or lorries","Import","48056436","10809586","Number of items","226117"
"China","2018","Pneumatic tyres new of rubber for buses or lorries","Export","7808520974","3402608912","Number of items","91312541"
"China","2018","Pneumatic tyres new of rubber for buses or lorries","Re-Import","2195928","933355","Number of items","20253"
"China","2018","Pneumatic tyres new of rubber for aircraft","Import","48157603","3524882","Number of items","56621"
"China","2018","Pneumatic tyres new of rubber for aircraft","Export","5813756","287744","Number of items","7591"
"China","2018","Pneumatic tyres new of rubber for aircraft","Re-Import","606","85","Number of items","5"
"China","2018","Pneumatic tyres new of rubber for motorcycles","Import","5882892","906723","Number of items","232753"
"China","2018","Pneumatic tyres new of rubber for motorcycles","Export","342126624","130764927","Number of items","40713883"
"China","2018","Pneumatic tyres new of rubber for motorcycles","Re-Import","186283","34589","Number of items","8001"
"China","2018","Pneumatic tyres new of rubber for bicycles","Import","17253188","1894546.61625344","Number of items","2972449"
"China","2018","Pneumatic tyres new of rubber for bicycles","Export","223006222","73031471.5439276","Number of items","100821222"
"China","2018","Pneumatic tyres new of rubber for bicycles","Re-Import","78252","10752.6162534377","Number of items","17021"
"China","2018","Pneumatic tyres new of rubber nes, herring-bone tread","Import","4077885","1163505.53483724","Number of items","11745"
"China","2018","Pneumatic tyres new of rubber nes, herring-bone tread","Export","262951719","101652438.5944","Number of items","11964441.1921175"
"China","2018","Pneumatic tyres new of rubber nes, herring-bone tread","Re-Import","52854","20224","Number of items","2646"
"China","2018","Pneumatic tyres new of rubber nes","Import","126958873","20548081","Number of items","378479"
"China","2018","Pneumatic tyres new of rubber nes","Export","1039527883","370807328.902841","Number of items","31624219"
"China","2018","Pneumatic tyres new of rubber nes","Re-Import","571064","198275","Number of items","3084"
"China","2018","Retreaded tyres","Import","48331932","3989903","Number of items","61475"
"China","2018","Retreaded tyres","Export","12127314","5729614","Number of items","244131"
"China","2018","Pneumatic tyres used","Import","1214625","2455462","Number of items","21395"
"China","2018","Pneumatic tyres used","Export","17609228","9171122","Number of items","618503"
"China","2018","Pneumatic tyres used","Re-Import","6250","417","Number of items","7"
"China","2018","Solid or cushioned tyres, interchangeable treads","Import","42515431","10696646","Weight in kilograms","10696646"
"China","2018","Solid or cushioned tyres, interchangeable treads","Export","142078308","53580538","Weight in kilograms","53580538"
"China","2018","Solid or cushioned tyres, interchangeable treads","Re-Import","26520","4752","Weight in kilograms","4752"
"China","2018","Inner tubes of rubber for motor vehicles","Import","787199","263487","Number of items","62677"
"China","2018","Inner tubes of rubber for motor vehicles","Export","141969146","50768141","Number of items","30210358"
"China","2018","Inner tubes of rubber for motor vehicles","Re-Import","2740","887","Number of items","620"
"China","2018","Inner tubes of rubber for bicycles","Import","1502507","188804.392808557","Number of items","1104470"
"China","2018","Inner tubes of rubber for bicycles","Export","168523409","40959415.2152441","Number of items","198820265"
"China","2018","Inner tubes of rubber for bicycles","Re-Import","27691","3521","Number of items","21179"
"China","2018","Inner tubes of rubber except bicycle or motor vehicle","Import","573993","106968.622449193","Number of items","362312"
"China","2018","Inner tubes of rubber except bicycle or motor vehicle","Export","160612506","71976040.0091202","Number of items","160234029.997644"
"China","2018","Inner tubes of rubber except bicycle or motor vehicle","Re-Import","2296","507","Number of items","275"
"China","2018","Sheath contraceptives","Import","83989376","3509560.71009748","Weight in kilograms","3509560.71009748"
"China","2018","Sheath contraceptives","Export","66038119","7019653.30676663","Weight in kilograms","7019653.30676663"
"China","2018","Sheath contraceptives","Re-Import","1814","80.760719259407","Weight in kilograms","80.760719259407"
"China","2018","Rubber hygienic, pharmacy items except contraceptives","Import","14241660","358223.458617756","Weight in kilograms","358223.458617756"
"China","2018","Rubber hygienic, pharmacy items except contraceptives","Export","68834628","14579425.0132388","Weight in kilograms","14579425.0132388"
"China","2018","Rubber hygienic, pharmacy items except contraceptives","Re-Import","387349","6716","Weight in kilograms","6716"
"China","2018","Rubber surgical gloves","Import","11143638","1592880.78087861","Weight in kilograms","1592880.78087861"
"China","2018","Rubber surgical gloves","Export","259966488","45112016","Weight in kilograms","45112016"
"China","2018","Rubber surgical gloves","Re-Import","1231207","170854","Weight in kilograms","170854"
"China","2018","Gloves other than surgical, of rubber","Import","227598888","51235613.2443169","Weight in kilograms","51235613.2443169"
"China","2018","Gloves other than surgical, of rubber","Export","383333481","67160393.0512058","Weight in kilograms","67160393.0512058"
"China","2018","Gloves other than surgical, of rubber","Re-Import","458075","66029","Weight in kilograms","66029"
"China","2018","Clothing and accessories except gloves, of rubber","Import","10820876","384636.192809609","Weight in kilograms","384636.192809609"
"China","2018","Clothing and accessories except gloves, of rubber","Export","30348315","3768553.53429477","Weight in kilograms","3768553.53429477"
"China","2018","Clothing and accessories except gloves, of rubber","Re-Import","833542","71424","Weight in kilograms","71424"
"China","2018","Articles of cellular rubber","Import","52788088","1954325.10990664","Weight in kilograms","1954325.10990664"
"China","2018","Articles of cellular rubber","Export","107285398","18708607.1455915","Weight in kilograms","18708607.1455915"
"China","2018","Articles of cellular rubber","Re-Import","1744660","95307","Weight in kilograms","95307"
"China","2018","Floor coverings, mats of rubber except cellular, hard","Import","22201519","4281716","Weight in kilograms","4281716"
"China","2018","Floor coverings, mats of rubber except cellular, hard","Export","137892643","75344722","Weight in kilograms","75344722"
"China","2018","Floor coverings, mats of rubber except cellular, hard","Re-Import","155345","126256","Weight in kilograms","126256"
"China","2018","Erasers (vulcanised rubber)","Import","6582531","547371.493756748","Weight in kilograms","547371.493756748"
"China","2018","Erasers (vulcanised rubber)","Export","123123310","41023236.9381832","Weight in kilograms","41023236.9381832"
"China","2018","Erasers (vulcanised rubber)","Re-Import","191258","19307","Weight in kilograms","19307"
"China","2018","Gaskets, washers and other seals of vulcanised rubber","Import","1417135071","28645333.3321503","Weight in kilograms","28645333.3321503"
"China","2018","Gaskets, washers and other seals of vulcanised rubber","Export","1048510604","83218674.1091857","Weight in kilograms","83218674.1091857"
"China","2018","Gaskets, washers and other seals of vulcanised rubber","Re-Import","69817597","878187","Weight in kilograms","878187"
"China","2018","Boat and dock fenders, of vulcanised rubber","Import","195531","31385.4446251573","Weight in kilograms","31385.4446251573"
"China","2018","Boat and dock fenders, of vulcanised rubber","Export","54333982","21771343","Weight in kilograms","21771343"
"China","2018","Boat and dock fenders, of vulcanised rubber","Re-Import","2678","3639.44462515727","Weight in kilograms","3639.44462515727"
"China","2018","Rubber articles, inflatable nes, vulcanised rubber","Import","26820150","885016.089412741","Weight in kilograms","885016.089412741"
"China","2018","Rubber articles, inflatable nes, vulcanised rubber","Export","41456626","5166333.2740729","Weight in kilograms","5166333.2740729"
"China","2018","Rubber articles, inflatable nes, vulcanised rubber","Re-Import","73669","8871","Weight in kilograms","8871"
"China","2018","Articles of vulcanised rubber nes, except hard rubber","Import","872911306","60844494.9515448","Weight in kilograms","60844494.9515448"
"China","2018","Articles of vulcanised rubber nes, except hard rubber","Export","977822419","192592208.120149","Weight in kilograms","192592208.120149"
"China","2018","Articles of vulcanised rubber nes, except hard rubber","Re-Import","51331552","1322324","Weight in kilograms","1322324"
"China","2018","Hard rubber (eg ebonite) in all forms, articles,scrap","Import","11570505","527269.377360772","Weight in kilograms","527269.377360772"
"China","2018","Hard rubber (eg ebonite) in all forms, articles,scrap","Export","41617465","11015666.1094464","Weight in kilograms","11015666.1094464"
"China","2018","Hard rubber (eg ebonite) in all forms, articles,scrap","Re-Import","312998","13901.0025427846","Weight in kilograms","13901.0025427846"
"China","2017","Natural rubber latex, including prevulcanised","Import","659113273","494110033","Weight in kilograms","494110033"
"China","2017","Natural rubber latex, including prevulcanised","Export","630563","396221","Weight in kilograms","396221"
"China","2017","Natural rubber in smoked sheets","Import","684484641","331081074","Weight in kilograms","331081074"
"China","2017","Natural rubber in smoked sheets","Export","9058480","4611061","Weight in kilograms","4611061"
"China","2017","Technically specified natural rubber (TSNR)","Import","3035206399","1680126447","Weight in kilograms","1680126447"
"China","2017","Technically specified natural rubber (TSNR)","Export","16158028","9147364","Weight in kilograms","9147364"
"China","2017","Natural rubber in other forms","Import","538129926","287856907.614461","Weight in kilograms","287856907.614461"
"China","2017","Natural rubber in other forms","Export","4626216","2026639","Weight in kilograms","2026639"
"China","2017","Natural rubber in other forms","Re-Import","22000","20000","Weight in kilograms","20000"
"China","2017","Balata, gutta-percha, guayule, chicle and similar gum","Import","40680","1640","Weight in kilograms","1640"
"China","2017","Balata, gutta-percha, guayule, chicle and similar gum","Export","274832","8967","Weight in kilograms","8967"
"China","2017","Styrene-butadiene rubber (SBR/XSBR) latex","Import","199238288","109168064","Weight in kilograms","109168064"
"China","2017","Styrene-butadiene rubber (SBR/XSBR) latex","Export","17555715","15906314","Weight in kilograms","15906314"
"China","2017","Styrene-butadiene rubber (SBR/XSBR) latex","Re-Import","6072","1652","Weight in kilograms","1652"
"China","2017","Styrene-butadiene rubber (SBR/XSBR) except latex","Import","988100946","453419038","Weight in kilograms","453419038"
"China","2017","Styrene-butadiene rubber (SBR/XSBR) except latex","Export","119850060","54490468","Weight in kilograms","54490468"
"China","2017","Styrene-butadiene rubber (SBR/XSBR) except latex","Re-Import","9816183","2239019","Weight in kilograms","2239019"
"China","2017","Butadiene rubber (BR)","Import","586432404","267548489.875728","Weight in kilograms","267548489.875728"
"China","2017","Butadiene rubber (BR)","Export","79716167","42152510","Weight in kilograms","42152510"
"China","2017","Butadiene rubber (BR)","Re-Import","471607","154365","Weight in kilograms","154365"
"China","2017","Isobutene-isoprene (butyl) rubber (IIR)","Import","126346165","64142954.6476832","Weight in kilograms","64142954.6476832"
"China","2017","Isobutene-isoprene (butyl) rubber (IIR)","Export","20633680","11010613","Weight in kilograms","11010613"
"China","2017","Isobutene-isoprene (butyl) rubber (IIR)","Re-Import","197","8","Weight in kilograms","8"
"China","2017","Halo-isobutene-isoprene rubber (CIIR/BIIR)","Import","518400133","211287990.781849","Weight in kilograms","211287990.781849"
"China","2017","Halo-isobutene-isoprene rubber (CIIR/BIIR)","Export","14161959","5622002","Weight in kilograms","5622002"
"China","2017","Chloroprene (chlorobutadiene) rubber (CR) latex","Import","9788834","3560635.18484788","Weight in kilograms","3560635.18484788"
"China","2017","Chloroprene (chlorobutadiene) rubber (CR) latex","Export","121471","42737","Weight in kilograms","42737"
"China","2017","Chloroprene (chlorobutadiene) rubber (CR) except late","Import","89228953","21058750.3405226","Weight in kilograms","21058750.3405226"
"China","2017","Chloroprene (chlorobutadiene) rubber (CR) except late","Export","18084350","4564812","Weight in kilograms","4564812"
"China","2017","Chloroprene (chlorobutadiene) rubber (CR) except late","Re-Import","54463","3471.41604824213","Weight in kilograms","3471.41604824213"
"China","2017","Acrylonitrile-butadiene rubber (NBR), latex","Import","69556568","57227515","Weight in kilograms","57227515"
"China","2017","Acrylonitrile-butadiene rubber (NBR), latex","Export","9234743","7743824","Weight in kilograms","7743824"
"China","2017","Acrylonitrile-butadiene rubber (NBR), latex","Re-Import","46206","36000","Weight in kilograms","36000"
"China","2017","Acrylonitrile-butadiene rubber (NBR) except as latex","Import","254045461","91254387.2816508","Weight in kilograms","91254387.2816508"
"China","2017","Acrylonitrile-butadiene rubber (NBR) except as latex","Export","23367671","7050530.93959666","Weight in kilograms","7050530.93959666"
"China","2017","Acrylonitrile-butadiene rubber (NBR) except as latex","Re-Import","1224786","485795.38807426","Weight in kilograms","485795.38807426"
"China","2017","Isoprene rubber (IR)","Import","88547585","43669313.1654964","Weight in kilograms","43669313.1654964"
"China","2017","Isoprene rubber (IR)","Export","4884343","2179837","Weight in kilograms","2179837"
"China","2017","Isoprene rubber (IR)","Re-Import","125115","33976","Weight in kilograms","33976"
"China","2017","Ethylene-propylene-non-conj diene rubber (EPDM)","Import","424077835","211323765.810242","Weight in kilograms","211323765.810242"
"China","2017","Ethylene-propylene-non-conj diene rubber (EPDM)","Export","31443600","13215628.7687412","Weight in kilograms","13215628.7687412"
"China","2017","Ethylene-propylene-non-conj diene rubber (EPDM)","Re-Import","143128","25531","Weight in kilograms","25531"
"China","2017","Mixtures of natural and synthetic rubbers","Import","4831897545","2751695808","Weight in kilograms","2751695808"
"China","2017","Mixtures of natural and synthetic rubbers","Export","1978899","697590","Weight in kilograms","697590"
"China","2017","Synthetic rubber or factice latex from oils, nes","Import","11685742","7570706.89475994","Weight in kilograms","7570706.89475994"
"China","2017","Synthetic rubber or factice latex from oils, nes","Export","2483673","2049933","Weight in kilograms","2049933"
"China","2017","Synthetic rubber, factice except latex from oils, nes","Import","272813206","67965784","Weight in kilograms","67965784"
"China","2017","Synthetic rubber, factice except latex from oils, nes","Export","257040354","94170219.4581466","Weight in kilograms","94170219.4581466"
"China","2017","Synthetic rubber, factice except latex from oils, nes","Re-Import","9000232","1449491","Weight in kilograms","1449491"
"China","2017","Reclaimed rubber in primary forms or in sheets","Import","58592691","77931489","Weight in kilograms","77931489"
"China","2017","Reclaimed rubber in primary forms or in sheets","Export","94643575","117117706.380015","Weight in kilograms","117117706.380015"
"China","2017","Reclaimed rubber in primary forms or in sheets","Re-Import","64865","5591","Weight in kilograms","5591"
"China","2017","Waste, parings and scrap (except hard rubber)","Export","4854611","4672520","Weight in kilograms","4672520"
"China","2017","Compounded (carbon black, silica) unvulcanised rubber","Import","318261663","94525628","Weight in kilograms","94525628"
"China","2017","Compounded (carbon black, silica) unvulcanised rubber","Export","12843653","","Weight in kilograms","3869611.51859119"
"China","2017","Compounded (carbon black, silica) unvulcanised rubber","Re-Import","31859","8601","Weight in kilograms","8601"
"China","2017","Rubber solutions, dispersions nes","Import","9274580","3748169","Weight in kilograms","3748169"
"China","2017","Rubber solutions, dispersions nes","Export","114947","90490","Weight in kilograms","90490"
"China","2017","Rubber solutions, dispersions nes","Re-Import","50","2","Weight in kilograms","2"
"China","2017","Compounded unvulcanised rubber in plate, sheet, strip","Import","43650049","11512158.1758649","Weight in kilograms","11512158.1758649"
"China","2017","Compounded unvulcanised rubber in plate, sheet, strip","Export","24448226","11498148.0401978","Weight in kilograms","11498148.0401978"
"China","2017","Compounded unvulcanised rubber in plate, sheet, strip","Re-Import","2475","616","Weight in kilograms","616"
"China","2017","Compounded unvulcanised rubber in primary forms nes","Import","39713054","10988106","Weight in kilograms","10988106"
"China","2017","Compounded unvulcanised rubber in primary forms nes","Export","3244387","1550818.82400453","Weight in kilograms","1550818.82400453"
"China","2017","Compounded unvulcanised rubber in primary forms nes","Re-Import","658674","162261","Weight in kilograms","162261"
"China","2017","Camel-back strips for retreading rubber tyres","Import","2104413","694247","Weight in kilograms","694247"
"China","2017","Camel-back strips for retreading rubber tyres","Export","1454578","409628.827767755","Weight in kilograms","409628.827767755"
"China","2017","Rubber unvulcanised as rods, tubes, profiles, etc","Import","14332705","1103915.30851344","Weight in kilograms","1103915.30851344"
"China","2017","Rubber unvulcanised as rods, tubes, profiles, etc","Export","15626497","6038878.1964467","Weight in kilograms","6038878.1964467"
"China","2017","Rubber unvulcanised as rods, tubes, profiles, etc","Re-Import","166654","2977.53914506435","Weight in kilograms","2977.53914506435"
"China","2017","Vulcanised rubber thread and cord","Import","270604901","","Weight in kilograms","100824355.64901"
"China","2017","Vulcanised rubber thread and cord","Export","77941162","18307552.9292038","Weight in kilograms","18307552.9292038"
"China","2017","Vulcanised rubber thread and cord","Re-Import","590846","29379.0791872219","Weight in kilograms","29379.0791872219"
