"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"China","2017","Lactose and lactose syrup","Import","93481570","87870928.9071615","Weight in kilograms","87870928.9071615"
"China","2017","Lactose and lactose syrup","Export","3042454","463423","Weight in kilograms","463423"
"China","2017","Maple sugar and maple syrup","Import","994669","91748.0922398227","Weight in kilograms","91748.0922398227"
"China","2017","Maple sugar and maple syrup","Export","2698","296","Weight in kilograms","296"
"China","2017","Glucose, glucose syrup < 20% fructose","Import","2388248","","Weight in kilograms","1464218.94408875"
"China","2017","Glucose, glucose syrup < 20% fructose","Export","309407259","674453802.543937","Weight in kilograms","674453802.543937"
"China","2017","Glucose, glucose syrup < 20% fructose","Re-Import","521","116","Weight in kilograms","116"
"China","2017","Glucose including syrup of 20%-50% dry weight fructos","Import","544062","","Weight in kilograms","518489.385493657"
"China","2017","Glucose including syrup of 20%-50% dry weight fructos","Export","15415779","15506348","Weight in kilograms","15506348"
"China","2017","Fructose, chemically pure","Import","4663780","3750251.44285428","Weight in kilograms","3750251.44285428"
"China","2017","Fructose, chemically pure","Export","11341111","12550648","Weight in kilograms","12550648"
"China","2017","Fructose, syrup > 50% fructose, not pure fructose","Import","5247152","2406468.74016061","Weight in kilograms","2406468.74016061"
"China","2017","Fructose, syrup > 50% fructose, not pure fructose","Export","179903059","546643952","Weight in kilograms","546643952"
"China","2017","Fructose, syrup > 50% fructose, not pure fructose","Re-Import","134589","191576","Weight in kilograms","191576"
"China","2017","Sugar nes, invert sugar, caramel and artificial honey","Import","32137745","18311333.64308","Weight in kilograms","18311333.64308"
"China","2017","Sugar nes, invert sugar, caramel and artificial honey","Export","279856044","446059645","Weight in kilograms","446059645"
"China","2017","Sugar nes, invert sugar, caramel and artificial honey","Re-Import","472030","248001","Weight in kilograms","248001"
"China","2017","Cane molasses","Export","93551","339160","Weight in kilograms","339160"
"China","2017","Molasses, except cane molasses","Export","11722","13485","Weight in kilograms","13485"
"China","2017","Chewing gum containing sugar, except medicinal","Import","1601263","356615.174837552","Weight in kilograms","356615.174837552"
"China","2017","Chewing gum containing sugar, except medicinal","Export","88104284","35068845","Weight in kilograms","35068845"
"China","2017","Sugar confectionery not chewing gum, no cocoa content","Import","188179336","47541914.0739627","Weight in kilograms","47541914.0739627"
"China","2017","Sugar confectionery not chewing gum, no cocoa content","Export","781482781","279744499.517292","Weight in kilograms","279744499.517292"
"China","2017","Sugar confectionery not chewing gum, no cocoa content","Re-Import","325493","46440","Weight in kilograms","46440"
"China","2016","Raw sugar, cane","Import","948214652","2618756762","Weight in kilograms","2618756762"
"China","2016","Raw sugar, cane","Export","4018940","4480467","Weight in kilograms","4480467"
"China","2016","Raw sugar, beet","Import","272073","130310","Weight in kilograms","130310"
"China","2016","Refined sugar, in solid form, flavoured or coloured","Import","316402","317743","Weight in kilograms","317743"
"China","2016","Refined sugar, in solid form, flavoured or coloured","Export","115340","250776","Weight in kilograms","250776"
"China","2016","Refined sugar, in solid form, nes, pure sucrose","Import","221752506","442842689","Weight in kilograms","442842689"
"China","2016","Refined sugar, in solid form, nes, pure sucrose","Export","79046490","144320744","Weight in kilograms","144320744"
"China","2016","Lactose and lactose syrup","Import","70286234","87110999","Weight in kilograms","87110999"
"China","2016","Lactose and lactose syrup","Export","2644969","649291","Weight in kilograms","649291"
"China","2016","Maple sugar and maple syrup","Import","813275","80823","Weight in kilograms","80823"
"China","2016","Maple sugar and maple syrup","Export","1128","196","Weight in kilograms","196"
"China","2016","Glucose, glucose syrup < 20% fructose","Import","1926028","985867","Weight in kilograms","985867"
"China","2016","Glucose, glucose syrup < 20% fructose","Export","297221665","657489473","Weight in kilograms","657489473"
"China","2016","Glucose including syrup of 20%-50% dry weight fructos","Import","437110","516828","Weight in kilograms","516828"
"China","2016","Glucose including syrup of 20%-50% dry weight fructos","Export","7909163","8910878","Weight in kilograms","8910878"
"China","2016","Fructose, chemically pure","Import","2981571","2204251","Weight in kilograms","2204251"
"China","2016","Fructose, chemically pure","Export","15054782","16272932","Weight in kilograms","16272932"
"China","2016","Fructose, syrup > 50% fructose, not pure fructose","Import","4562898","2000412","Weight in kilograms","2000412"
"China","2016","Fructose, syrup > 50% fructose, not pure fructose","Export","182515001","454843093","Weight in kilograms","454843093"
"China","2016","Sugar nes, invert sugar, caramel and artificial honey","Import","26386687","13273507","Weight in kilograms","13273507"
"China","2016","Sugar nes, invert sugar, caramel and artificial honey","Export","268746256","408439784","Weight in kilograms","408439784"
"China","2016","Cane molasses","Import","282","68","Weight in kilograms","68"
"China","2016","Cane molasses","Export","61406","394350","Weight in kilograms","394350"
"China","2016","Molasses, except cane molasses","Export","2676423","1422757","Weight in kilograms","1422757"
"China","2016","Chewing gum containing sugar, except medicinal","Import","1896821","444576","Weight in kilograms","444576"
"China","2016","Chewing gum containing sugar, except medicinal","Export","91250194","35186764","Weight in kilograms","35186764"
"China","2016","Sugar confectionery not chewing gum, no cocoa content","Import","180257495","47035451","Weight in kilograms","47035451"
"China","2016","Sugar confectionery not chewing gum, no cocoa content","Export","755480684","267727600","Weight in kilograms","267727600"
"Germany","2018","Raw sugar, cane","Import","38271204.8608736","40506416.1508131","Weight in kilograms","40506416.1508131"
"Germany","2018","Raw sugar, cane","Export","21147961.0193602","14718462.0936765","Weight in kilograms","14718462.0936765"
"Germany","2018","Raw sugar, beet","Import","2816417.71701751","3787905","Weight in kilograms","3787905"
"Germany","2018","Raw sugar, beet","Export","780481.7086912","956391","Weight in kilograms","956391"
"Germany","2018","Refined sugar, in solid form, flavoured or coloured","Import","28224899.7816728","12933173.5412221","Weight in kilograms","12933173.5412221"
"Germany","2018","Refined sugar, in solid form, flavoured or coloured","Export","22272072.7931785","7784207.97597953","Weight in kilograms","7784207.97597953"
"Germany","2018","Refined sugar, in solid form, nes, pure sucrose","Import","278171352.206257","505061913.270221","Weight in kilograms","505061913.270221"
"Germany","2018","Refined sugar, in solid form, nes, pure sucrose","Export","758773218.932515","1760232733.93746","Weight in kilograms","1760232733.93746"
"Germany","2018","Lactose and lactose syrup","Import","66002881.3624099","51580375.8109313","Weight in kilograms","51580375.8109313"
"Germany","2018","Lactose and lactose syrup","Export","275192851.365422","233680906.491962","Weight in kilograms","233680906.491962"
"Germany","2018","Maple sugar and maple syrup","Import","28233207.9483578","3735531.9718551","Weight in kilograms","3735531.9718551"
"Germany","2018","Maple sugar and maple syrup","Export","9201864.6943048","984164","Weight in kilograms","984164"
"Germany","2018","Glucose, glucose syrup < 20% fructose","Import","261931854.551917","574831617.844271","Weight in kilograms","574831617.844271"
"Germany","2018","Glucose, glucose syrup < 20% fructose","Export","93079580.2963664","","Weight in kilograms","202677092.936121"
"Germany","2018","Glucose including syrup of 20%-50% dry weight fructos","Import","20673427.0753534","60551161.1422295","Weight in kilograms","60551161.1422295"
"Germany","2018","Glucose including syrup of 20%-50% dry weight fructos","Export","10707421.8976178","36028325","Weight in kilograms","36028325"
"Germany","2018","Fructose, chemically pure","Import","19270087.482861","24304699.8787851","Weight in kilograms","24304699.8787851"
"Germany","2018","Fructose, chemically pure","Export","4938349.84593536","","Weight in kilograms","3451067.62054362"
"Germany","2018","Fructose, syrup > 50% fructose, not pure fructose","Import","30849878.8651767","22641120.4136793","Weight in kilograms","22641120.4136793"
"Germany","2018","Fructose, syrup > 50% fructose, not pure fructose","Export","22947835.3039776","17620830","Weight in kilograms","17620830"
"Germany","2018","Sugar nes, invert sugar, caramel and artificial honey","Import","129655450.403532","160733177.978934","Weight in kilograms","160733177.978934"
"Germany","2018","Sugar nes, invert sugar, caramel and artificial honey","Export","59442159.7059409","64008147.8423827","Weight in kilograms","64008147.8423827"
"Germany","2018","Cane molasses","Import","11546399.2611398","72003681.0021158","Weight in kilograms","72003681.0021158"
"Germany","2018","Cane molasses","Export","3736748.77227888","16075645","Weight in kilograms","16075645"
"Germany","2018","Molasses, except cane molasses","Import","8104541.00798391","","Weight in kilograms","59327534.8596491"
"Germany","2018","Molasses, except cane molasses","Export","85605035.9024779","503998300.856277","Weight in kilograms","503998300.856277"
"Germany","2018","Chewing gum containing sugar, except medicinal","Import","48557244.3693774","7604793.53506622","Weight in kilograms","7604793.53506622"
"Germany","2018","Chewing gum containing sugar, except medicinal","Export","16465122.7552158","2230802.31406804","Weight in kilograms","2230802.31406804"
"Germany","2018","Sugar confectionery not chewing gum, no cocoa content","Import","734587334.956083","","Weight in kilograms","182566656.701733"
"Germany","2018","Sugar confectionery not chewing gum, no cocoa content","Export","1254404402.02256","318804027.265661","Weight in kilograms","318804027.265661"
"Germany","2017","Raw sugar, cane","Import","66989561.4902705","94200239","Weight in kilograms","94200239"
"Germany","2017","Raw sugar, cane","Export","27749587.1702028","21454619","Weight in kilograms","21454619"
"Germany","2017","Raw sugar, beet","Import","11050710.160623","18116994","Weight in kilograms","18116994"
"Germany","2017","Raw sugar, beet","Export","523854.52398177","508248","Weight in kilograms","508248"
"Germany","2017","Refined sugar, in solid form, flavoured or coloured","Import","15055287.2342781","11501800","Weight in kilograms","11501800"
"Germany","2017","Refined sugar, in solid form, flavoured or coloured","Export","20317230.8926617","7556832.19107546","Weight in kilograms","7556832.19107546"
"Germany","2017","Refined sugar, in solid form, nes, pure sucrose","Import","317479525.702286","496445407","Weight in kilograms","496445407"
"Germany","2017","Refined sugar, in solid form, nes, pure sucrose","Export","693819499.007912","1295305028.65282","Weight in kilograms","1295305028.65282"
"Germany","2017","Lactose and lactose syrup","Import","67660478.538467","49923518","Weight in kilograms","49923518"
"Germany","2017","Lactose and lactose syrup","Export","298568212.082539","229669521.935121","Weight in kilograms","229669521.935121"
"Germany","2017","Maple sugar and maple syrup","Import","23205601.7422305","3171316","Weight in kilograms","3171316"
"Germany","2017","Maple sugar and maple syrup","Export","9197720.81664756","1235463","Weight in kilograms","1235463"
"Germany","2017","Glucose, glucose syrup < 20% fructose","Import","255444513.824042","592787943","Weight in kilograms","592787943"
"Germany","2017","Glucose, glucose syrup < 20% fructose","Export","84145265.2165346","190546013.597055","Weight in kilograms","190546013.597055"
"Germany","2017","Glucose including syrup of 20%-50% dry weight fructos","Import","24179750.0697751","66929796","Weight in kilograms","66929796"
"Germany","2017","Glucose including syrup of 20%-50% dry weight fructos","Export","18122188.2529526","53415968","Weight in kilograms","53415968"
"Germany","2017","Fructose, chemically pure","Import","19735386.0535919","21607215","Weight in kilograms","21607215"
"Germany","2017","Fructose, chemically pure","Export","3702033.30828078","2876242","Weight in kilograms","2876242"
"Germany","2017","Fructose, syrup > 50% fructose, not pure fructose","Import","27456551.5525508","21888405","Weight in kilograms","21888405"
"Germany","2017","Fructose, syrup > 50% fructose, not pure fructose","Export","20726859.6848198","14069633","Weight in kilograms","14069633"
"Germany","2017","Sugar nes, invert sugar, caramel and artificial honey","Import","111717468.433088","145644707.939808","Weight in kilograms","145644707.939808"
"Germany","2017","Sugar nes, invert sugar, caramel and artificial honey","Export","56052171.519606","54506215.948072","Weight in kilograms","54506215.948072"
"Germany","2017","Cane molasses","Import","11862967.9689704","75193351","Weight in kilograms","75193351"
"Germany","2017","Cane molasses","Export","3878507.33698556","15796195","Weight in kilograms","15796195"
"Germany","2017","Molasses, except cane molasses","Import","8401395.67179717","52587538","Weight in kilograms","52587538"
"Germany","2017","Molasses, except cane molasses","Export","72187088.275141","465496184","Weight in kilograms","465496184"
"Germany","2017","Chewing gum containing sugar, except medicinal","Import","49027065.1393738","7784282.22233397","Weight in kilograms","7784282.22233397"
"Germany","2017","Chewing gum containing sugar, except medicinal","Export","14713050.855493","2150212","Weight in kilograms","2150212"
"Germany","2017","Sugar confectionery not chewing gum, no cocoa content","Import","721226168.672535","180996661.541012","Weight in kilograms","180996661.541012"
"Germany","2017","Sugar confectionery not chewing gum, no cocoa content","Export","1171643253.72227","314933765.908647","Weight in kilograms","314933765.908647"
"Germany","2016","Raw sugar, cane","Import","66984912.4198414","112247739.668965","Weight in kilograms","112247739.668965"
"Germany","2016","Raw sugar, cane","Export","22792077.6100723","16241525.669447","Weight in kilograms","16241525.669447"
"Germany","2016","Raw sugar, beet","Import","9097516.67093872","15195206.3311308","Weight in kilograms","15195206.3311308"
"Germany","2016","Raw sugar, beet","Export","521914.3529886","326014","Weight in kilograms","326014"
"Germany","2016","Refined sugar, in solid form, flavoured or coloured","Import","17035998.8894512","10654713.0245245","Weight in kilograms","10654713.0245245"
"Germany","2016","Refined sugar, in solid form, flavoured or coloured","Export","17490198.8501506","7049754.61588376","Weight in kilograms","7049754.61588376"
"Germany","2016","Refined sugar, in solid form, nes, pure sucrose","Import","300740957.152415","523796930.191703","Weight in kilograms","523796930.191703"
"Germany","2016","Refined sugar, in solid form, nes, pure sucrose","Export","552785974.936277","1039131503.67636","Weight in kilograms","1039131503.67636"
"Germany","2016","Lactose and lactose syrup","Import","47122390.5796882","41097073.6952332","Weight in kilograms","41097073.6952332"
"Germany","2016","Lactose and lactose syrup","Export","220383953.619676","215424164.869373","Weight in kilograms","215424164.869373"
"Germany","2016","Maple sugar and maple syrup","Import","21932726.036591","3078224.46588231","Weight in kilograms","3078224.46588231"
"Germany","2016","Maple sugar and maple syrup","Export","8506020.67776384","920615.838606802","Weight in kilograms","920615.838606802"
"Germany","2016","Glucose, glucose syrup < 20% fructose","Import","256818561.811124","621667561.179116","Weight in kilograms","621667561.179116"
"Germany","2016","Glucose, glucose syrup < 20% fructose","Export","66732079.1989685","","Weight in kilograms","149754301.0715"
"Germany","2016","Glucose including syrup of 20%-50% dry weight fructos","Import","20982374.3936032","61545844.9557905","Weight in kilograms","61545844.9557905"
"Germany","2016","Glucose including syrup of 20%-50% dry weight fructos","Export","18418566.8317312","56116212.2826389","Weight in kilograms","56116212.2826389"
"Germany","2016","Fructose, chemically pure","Import","18888085.2406544","20604263.6178685","Weight in kilograms","20604263.6178685"
"Germany","2016","Fructose, chemically pure","Export","3455394.90326382","2738233.38185953","Weight in kilograms","2738233.38185953"
"Germany","2016","Fructose, syrup > 50% fructose, not pure fructose","Import","25439962.4218785","24026461","Weight in kilograms","24026461"
"Germany","2016","Fructose, syrup > 50% fructose, not pure fructose","Export","19696004.5393617","15863278","Weight in kilograms","15863278"
"Germany","2016","Sugar nes, invert sugar, caramel and artificial honey","Import","108410180.08969","159731817.817829","Weight in kilograms","159731817.817829"
"Germany","2016","Sugar nes, invert sugar, caramel and artificial honey","Export","54511602.5609067","75550733.1173724","Weight in kilograms","75550733.1173724"
"Germany","2016","Cane molasses","Import","13615132.8599935","78418218.5469351","Weight in kilograms","78418218.5469351"
"Germany","2016","Cane molasses","Export","3202037.70120828","14083249.6838337","Weight in kilograms","14083249.6838337"
"Germany","2016","Molasses, except cane molasses","Import","5819582.52654948","33145940.1358257","Weight in kilograms","33145940.1358257"
"Germany","2016","Molasses, except cane molasses","Export","47456213.9980678","284855155","Weight in kilograms","284855155"
"Germany","2016","Chewing gum containing sugar, except medicinal","Import","47832137.1917394","7636008.84958109","Weight in kilograms","7636008.84958109"
"Germany","2016","Chewing gum containing sugar, except medicinal","Export","12797924.1570266","1978200.43683767","Weight in kilograms","1978200.43683767"
"Germany","2016","Sugar confectionery not chewing gum, no cocoa content","Import","716976181.950729","182815507.73469","Weight in kilograms","182815507.73469"
"Germany","2016","Sugar confectionery not chewing gum, no cocoa content","Export","1089999541.36804","300877692.922795","Weight in kilograms","300877692.922795"
"USA","2018","Raw sugar, cane","Import","1142272973","2185807519","Weight in kilograms","2185807519"
"USA","2018","Raw sugar, cane","Export","13832187","25303785","Weight in kilograms","25303785"
"USA","2018","Raw sugar, cane","Re-Export","1950720","2948084","Weight in kilograms","2948084"
"USA","2018","Raw sugar, beet","Import","170576","228955","Weight in kilograms","228955"
"USA","2018","Raw sugar, beet","Export","801212","930748","Weight in kilograms","930748"
"USA","2018","Raw sugar, beet","Re-Export","6684","5692","Weight in kilograms","5692"
"USA","2018","Refined sugar, in solid form, flavoured or coloured","Import","19299898","10429416","Weight in kilograms","10429416"
"USA","2018","Refined sugar, in solid form, flavoured or coloured","Export","33857586","18819449","Weight in kilograms","18819449"
"USA","2018","Refined sugar, in solid form, flavoured or coloured","Re-Export","497809","365060","Weight in kilograms","365060"
"USA","2018","Refined sugar, in solid form, nes, pure sucrose","Import","498367138","661066352.64316","No Quantity","0"
"USA","2018","Refined sugar, in solid form, nes, pure sucrose","Export","69744030","85564100","Weight in kilograms","85564100"
"USA","2018","Refined sugar, in solid form, nes, pure sucrose","Re-Export","17514431","23721254","Weight in kilograms","23721254"
"USA","2018","Lactose and lactose syrup","Import","12791523","3160643.58823262","Weight in kilograms","2704357.58823262"
"USA","2018","Lactose and lactose syrup","Export","314575477","393085306","Weight in kilograms","393085306"
"USA","2018","Lactose and lactose syrup","Re-Export","1128947","702780","Weight in kilograms","702780"
"USA","2018","Maple sugar and maple syrup","Import","193264433","30230221","Weight in kilograms","30230221"
"USA","2018","Maple sugar and maple syrup","Export","25929157","5031092","Weight in kilograms","5031092"
"USA","2018","Maple sugar and maple syrup","Re-Export","1576761","234419","Weight in kilograms","234419"
"USA","2018","Glucose, glucose syrup < 20% fructose","Import","138103740","200659527.615826","Weight in kilograms","200659527.615826"
"USA","2018","Glucose, glucose syrup < 20% fructose","Export","238248251","404532900","Weight in kilograms","404532900"
"USA","2018","Glucose, glucose syrup < 20% fructose","Re-Export","10648056","17160755","Weight in kilograms","17160755"
"USA","2018","Glucose including syrup of 20%-50% dry weight fructos","Import","17255467","53788363","Weight in kilograms","53788363"
"USA","2018","Glucose including syrup of 20%-50% dry weight fructos","Export","26612355","71171536","Weight in kilograms","71171536"
"USA","2018","Glucose including syrup of 20%-50% dry weight fructos","Re-Export","112303","263279","Weight in kilograms","263279"
"USA","2018","Fructose, chemically pure","Import","5638138","4427702","Weight in kilograms","4427702"
"USA","2018","Fructose, chemically pure","Export","83591107","96456803","Weight in kilograms","96456803"
"USA","2018","Fructose, chemically pure","Re-Export","261755","189689","Weight in kilograms","189689"
"USA","2018","Fructose, syrup > 50% fructose, not pure fructose","Import","101269351","91874357","Weight in kilograms","91874357"
"USA","2018","Fructose, syrup > 50% fructose, not pure fructose","Export","457662653","1294668443","Weight in kilograms","1294668443"
"USA","2018","Fructose, syrup > 50% fructose, not pure fructose","Re-Export","4780176","7976199","Weight in kilograms","7976199"
"USA","2018","Sugar nes, invert sugar, caramel and artificial honey","Import","127971253","132662837","Weight in kilograms","132662837"
"USA","2018","Sugar nes, invert sugar, caramel and artificial honey","Export","132130718","92801366","Weight in kilograms","92801366"
"USA","2018","Sugar nes, invert sugar, caramel and artificial honey","Re-Export","9343472","4591508","Weight in kilograms","4591508"
"USA","2018","Cane molasses","Import","134283705","552269617","Weight in kilograms","552269617"
"USA","2018","Cane molasses","Export","13625865","28577861","Weight in kilograms","28577861"
"USA","2018","Cane molasses","Re-Export","321786","381284","Weight in kilograms","381284"
"USA","2018","Molasses, except cane molasses","Import","7567561","","No Quantity","0"
"USA","2018","Molasses, except cane molasses","Export","8659769","11737894","Weight in kilograms","11737894"
"USA","2018","Molasses, except cane molasses","Re-Export","87686","153526","Weight in kilograms","153526"
"USA","2018","Chewing gum containing sugar, except medicinal","Import","118979101","34229538","Weight in kilograms","34229538"
"USA","2018","Chewing gum containing sugar, except medicinal","Export","41835133","8301262","Weight in kilograms","8301262"
"USA","2018","Chewing gum containing sugar, except medicinal","Re-Export","2390918","485572","Weight in kilograms","485572"
"USA","2018","Sugar confectionery not chewing gum, no cocoa content","Import","1851584334","645318477.139409","Weight in kilograms","646585363.139409"
"USA","2018","Sugar confectionery not chewing gum, no cocoa content","Export","547064406","160851523","Weight in kilograms","160851523"
"USA","2018","Sugar confectionery not chewing gum, no cocoa content","Re-Export","39857403","13022888","Weight in kilograms","13022888"
"USA","2017","Raw sugar, cane","Import","1216071385","2135542404","Weight in kilograms","2135542404"
"USA","2017","Raw sugar, cane","Export","26465659","38083261","Weight in kilograms","38083261"
"USA","2017","Raw sugar, cane","Re-Export","601578","915133","Weight in kilograms","915133"
"USA","2017","Raw sugar, beet","Import","1485023","1888206","Weight in kilograms","1888206"
"USA","2017","Raw sugar, beet","Export","526031","584951","Weight in kilograms","584951"
"USA","2017","Refined sugar, in solid form, flavoured or coloured","Import","19429532","8158784","Weight in kilograms","8158784"
"USA","2017","Refined sugar, in solid form, flavoured or coloured","Export","31935653","16593003","Weight in kilograms","16593003"
"USA","2017","Refined sugar, in solid form, flavoured or coloured","Re-Export","378303","272215","Weight in kilograms","272215"
"USA","2017","Refined sugar, in solid form, nes, pure sucrose","Import","480329658","648997123.534212","No Quantity","0"
"USA","2017","Refined sugar, in solid form, nes, pure sucrose","Export","47930773","50359404.4662765","Weight in kilograms","50359404.4662765"
"USA","2017","Refined sugar, in solid form, nes, pure sucrose","Re-Export","13319157","17242007","Weight in kilograms","17242007"
"USA","2017","Lactose and lactose syrup","Import","13308496","","Weight in kilograms","3893585.92096498"
"USA","2017","Lactose and lactose syrup","Export","358238088","362302953","Weight in kilograms","362302953"
"USA","2017","Lactose and lactose syrup","Re-Export","1637350","1003293","Weight in kilograms","1003293"
"USA","2017","Maple sugar and maple syrup","Import","182374069","28593044","Weight in kilograms","28593044"
"USA","2017","Maple sugar and maple syrup","Export","26768615","5502806","Weight in kilograms","5502806"
"USA","2017","Maple sugar and maple syrup","Re-Export","1836070","267767","Weight in kilograms","267767"
"USA","2017","Glucose, glucose syrup < 20% fructose","Import","140267664","168836208.285137","Weight in kilograms","168836208.285137"
"USA","2017","Glucose, glucose syrup < 20% fructose","Export","244047246","431172667","Weight in kilograms","431172667"
"USA","2017","Glucose, glucose syrup < 20% fructose","Re-Export","10938103","18393104","Weight in kilograms","18393104"
"USA","2017","Glucose including syrup of 20%-50% dry weight fructos","Import","15546209","50422108","Weight in kilograms","50422108"
"USA","2017","Glucose including syrup of 20%-50% dry weight fructos","Export","23198875","63690843","Weight in kilograms","63690843"
"USA","2017","Glucose including syrup of 20%-50% dry weight fructos","Re-Export","686666","2051647","Weight in kilograms","2051647"
"USA","2017","Fructose, chemically pure","Import","9509662","6267159.13182009","Weight in kilograms","6267159.13182009"
"USA","2017","Fructose, chemically pure","Export","74287475","88809529","Weight in kilograms","88809529"
"USA","2017","Fructose, chemically pure","Re-Export","381328","325395","Weight in kilograms","325395"
"USA","2017","Fructose, syrup > 50% fructose, not pure fructose","Import","95892314","84965714","Weight in kilograms","84965714"
"USA","2017","Fructose, syrup > 50% fructose, not pure fructose","Export","462793095","1334830097","Weight in kilograms","1334830097"
"USA","2017","Fructose, syrup > 50% fructose, not pure fructose","Re-Export","7826844","10050555","Weight in kilograms","10050555"
"USA","2017","Sugar nes, invert sugar, caramel and artificial honey","Import","111923824","113260092.955185","Weight in kilograms","113260092.955185"
"USA","2017","Sugar nes, invert sugar, caramel and artificial honey","Export","126055616","117212831","Weight in kilograms","117212831"
"USA","2017","Sugar nes, invert sugar, caramel and artificial honey","Re-Export","11724166","5638000","Weight in kilograms","5638000"
"USA","2017","Cane molasses","Import","107505151","394235346","Weight in kilograms","394235346"
"USA","2017","Cane molasses","Export","18707104","106939570","Weight in kilograms","106939570"
"USA","2017","Cane molasses","Re-Export","353145","594690","Weight in kilograms","594690"
"USA","2017","Molasses, except cane molasses","Import","10231455","25508739","Weight in kilograms","25508739"
