Country,Year,Flow,Trade,Category
China,2018,Import,22518483,iron_steel
China,2018,Export,770485,iron_steel
China,2018,Import,1901876,iron_steel
China,2018,Import,24846149,iron_steel
China,2018,Export,4675,iron_steel
China,2018,Import,18888674,iron_steel
China,2018,Export,329963,iron_steel
China,2018,Import,974437,iron_steel
China,2018,Export,1120985,iron_steel
China,2018,Import,37158728,iron_steel
China,2018,Export,761509405,iron_steel
China,2018,Re-Import,18000,iron_steel
China,2018,Import,4679017,iron_steel
China,2018,Export,45190175,iron_steel
China,2018,Import,32427960,iron_steel
China,2018,Export,5616468,iron_steel
China,2018,Import,2685569741,iron_steel
China,2018,Export,108578851,iron_steel
China,2018,Re-Import,3413829,iron_steel
China,2018,Import,2560199,iron_steel
China,2018,Export,30741843,iron_steel
China,2018,Re-Import,29096,iron_steel
China,2018,Import,492,iron_steel
China,2018,Import,2509103224,iron_steel
China,2018,Export,15533449,iron_steel
China,2018,Import,3688685,iron_steel
China,2018,Export,70814726,iron_steel
China,2018,Import,2302,iron_steel
China,2018,Export,74703110,iron_steel
China,2018,Import,10150462,iron_steel
China,2018,Export,1021926,iron_steel
China,2018,Re-Import,1851,iron_steel
China,2018,Import,651811,iron_steel
China,2018,Export,349940565,iron_steel
China,2018,Re-Import,111615,iron_steel
China,2018,Import,741780302,iron_steel
China,2018,Export,2747350,iron_steel
China,2018,Import,40738794,iron_steel
China,2018,Export,366555662,iron_steel
China,2018,Re-Import,104057,iron_steel
China,2018,Import,30277739,iron_steel
China,2018,Export,4888,iron_steel
China,2018,Import,44966,iron_steel
China,2018,Export,55427,iron_steel
China,2018,Import,45840,iron_steel
China,2018,Export,2017776,iron_steel
China,2018,Export,505048,iron_steel
China,2018,Import,97549938,iron_steel
China,2018,Export,10655,iron_steel
China,2018,Import,128551,iron_steel
China,2018,Export,34709,iron_steel
China,2018,Import,3782976,iron_steel
China,2018,Export,1294815,iron_steel
China,2018,Import,673400637,iron_steel
China,2018,Export,44998418,iron_steel
China,2018,Re-Import,13910829,iron_steel
China,2018,Export,7,iron_steel
China,2018,Import,28655726,iron_steel
China,2018,Export,62679904,iron_steel
China,2018,Re-Import,414,iron_steel
China,2018,Import,169723563,iron_steel
China,2018,Export,47096818,iron_steel
China,2018,Re-Import,51900,iron_steel
China,2018,Import,108711982,iron_steel
China,2018,Export,44894934,iron_steel
China,2018,Re-Import,33835,iron_steel
China,2018,Import,5870957,iron_steel
China,2018,Export,94570,iron_steel
China,2018,Import,214185,iron_steel
China,2018,Export,30448,iron_steel
China,2018,Re-Import,892,iron_steel
China,2018,Import,63106984,iron_steel
China,2018,Export,51737,iron_steel
China,2018,Import,63619904,iron_steel
China,2018,Export,7534,iron_steel
China,2018,Import,34788034,iron_steel
China,2018,Export,10145,iron_steel
China,2018,Re-Import,1800,iron_steel
China,2018,Import,51306303,iron_steel
China,2018,Export,1914801,iron_steel
China,2018,Re-Import,111,iron_steel
China,2018,Import,46757,iron_steel
China,2018,Export,15152280,iron_steel
China,2018,Re-Import,6898,iron_steel
China,2018,Import,67093346,iron_steel
China,2018,Export,33994087,iron_steel
China,2018,Re-Import,1596617,iron_steel
China,2018,Import,776509515,iron_steel
China,2018,Export,178746413,iron_steel
China,2018,Re-Import,4679621,iron_steel
China,2018,Import,593316931,iron_steel
China,2018,Export,88002513,iron_steel
China,2018,Re-Import,615886,iron_steel
China,2018,Import,905518533,iron_steel
China,2018,Export,97065434,iron_steel
China,2018,Re-Import,16719426,iron_steel
China,2018,Import,34732840,iron_steel
China,2018,Export,54745085,iron_steel
China,2018,Re-Import,1424202,iron_steel
China,2018,Import,1899691,iron_steel
China,2018,Export,6225461,iron_steel
China,2018,Re-Import,99959,iron_steel
China,2018,Import,3674545,iron_steel
China,2018,Export,6064668,iron_steel
China,2018,Re-Import,13963,iron_steel
China,2018,Import,1705294,iron_steel
China,2018,Export,15771103,iron_steel
China,2018,Re-Import,132621,iron_steel
China,2018,Import,5491213,iron_steel
China,2018,Export,5059533,iron_steel
China,2018,Re-Import,6850,iron_steel
China,2018,Import,290950206,iron_steel
China,2018,Export,609271989,iron_steel
China,2018,Import,550136398,iron_steel
China,2018,Export,811096343,iron_steel
China,2018,Import,477276517,iron_steel
China,2018,Export,408817253,iron_steel
China,2018,Import,47171,iron_steel
China,2018,Export,6319030,iron_steel
China,2018,Import,830400,iron_steel
China,2018,Export,9122994,iron_steel
China,2018,Re-Import,7173,iron_steel
China,2018,Import,5367192,iron_steel
China,2018,Export,36563444,iron_steel
China,2018,Re-Import,33942,iron_steel
China,2018,Import,4548067,iron_steel
China,2018,Export,57981357,iron_steel
China,2018,Re-Import,74,iron_steel
China,2018,Import,825964,iron_steel
China,2018,Export,11187249,iron_steel
China,2018,Re-Import,23368,iron_steel
China,2018,Import,1351308,iron_steel
China,2018,Export,7482123,iron_steel
China,2018,Re-Import,962,iron_steel
China,2018,Import,14679937,iron_steel
China,2018,Export,1014663080,iron_steel
China,2018,Re-Import,2256791,iron_steel
China,2018,Import,4150,iron_steel
China,2018,Export,481130,iron_steel
China,2018,Re-Import,335,iron_steel
China,2018,Import,718603404,iron_steel
China,2018,Export,112980280,iron_steel
China,2018,Re-Import,16703071,iron_steel
China,2018,Import,195493,iron_steel
China,2018,Export,314923288,iron_steel
China,2018,Re-Import,3082,iron_steel
China,2018,Import,983622165,iron_steel
China,2018,Export,5642193444,iron_steel
China,2018,Re-Import,11034767,iron_steel
China,2018,Import,1074013,iron_steel
China,2018,Export,166038230,iron_steel
China,2018,Import,187151515,iron_steel
China,2018,Export,1452599060,iron_steel
China,2018,Re-Import,621435,iron_steel
China,2018,Import,140542291,iron_steel
China,2018,Export,4949453404,iron_steel
China,2018,Re-Import,466846,iron_steel
China,2018,Import,163581112,iron_steel
China,2018,Export,159731951,iron_steel
China,2018,Re-Import,193756,iron_steel
China,2018,Import,18914510,iron_steel
China,2018,Export,232441821,iron_steel
China,2018,Re-Import,50457,iron_steel
China,2018,Import,23813,iron_steel
China,2018,Export,349307,iron_steel
China,2018,Import,5816897,iron_steel
China,2018,Export,21326327,iron_steel
China,2018,Re-Import,259569,iron_steel
China,2018,Import,76057541,iron_steel
China,2018,Export,25965179,iron_steel
China,2018,Re-Import,18219,iron_steel
China,2018,Import,44058219,iron_steel
China,2018,Export,51140144,iron_steel
China,2018,Re-Import,4458,iron_steel
China,2018,Import,7138070,iron_steel
China,2018,Export,13357381,iron_steel
China,2018,Re-Import,23,iron_steel
China,2018,Import,3837645,iron_steel
China,2018,Export,3940415,iron_steel
China,2018,Re-Import,326020,iron_steel
China,2018,Import,23664345,iron_steel
China,2018,Export,19766453,iron_steel
China,2018,Re-Import,354970,iron_steel
China,2018,Import,10898736,iron_steel
China,2018,Export,191377131,iron_steel
China,2018,Re-Import,10214,iron_steel
China,2018,Import,27752299,iron_steel
China,2018,Export,47452607,iron_steel
China,2018,Import,73792431,iron_steel
China,2018,Export,7993842,iron_steel
China,2018,Re-Import,47211,iron_steel
China,2018,Import,52219024,iron_steel
China,2018,Export,11699755,iron_steel
China,2018,Re-Import,235158,iron_steel
China,2018,Import,515759,iron_steel
China,2018,Export,29918519,iron_steel
China,2018,Import,22427946,iron_steel
China,2018,Export,1136680,iron_steel
China,2018,Import,76415335,iron_steel
China,2018,Export,689437484,iron_steel
China,2018,Re-Import,1538,iron_steel
China,2018,Import,49917681,iron_steel
China,2018,Export,19408307,iron_steel
China,2018,Import,1775672,iron_steel
China,2018,Export,32473629,iron_steel
China,2018,Re-Import,325142,iron_steel
China,2018,Import,10750907,iron_steel
China,2018,Export,171951738,iron_steel
China,2018,Re-Import,1618871,iron_steel
China,2018,Import,2441385,iron_steel
China,2018,Export,2145075,iron_steel
China,2018,Import,73508403,iron_steel
China,2018,Export,94177673,iron_steel
China,2018,Re-Import,289028,iron_steel
China,2018,Import,66606197,iron_steel
China,2018,Export,1535801,iron_steel
China,2018,Re-Import,20543,iron_steel
China,2018,Import,30363438,iron_steel
China,2018,Export,5946150,iron_steel
China,2018,Re-Import,38105,iron_steel
China,2018,Import,14110301,iron_steel
China,2018,Export,9818233,iron_steel
China,2018,Re-Import,148347,iron_steel
China,2018,Import,14375096,iron_steel
China,2018,Export,34257778,iron_steel
China,2018,Re-Import,124072,iron_steel
China,2018,Import,1942113,iron_steel
China,2018,Export,140137896,iron_steel
China,2018,Re-Import,476403,iron_steel
China,2018,Import,237064,iron_steel
China,2018,Export,290689,iron_steel
China,2018,Import,11948525,iron_steel
China,2018,Export,170739633,iron_steel
China,2018,Re-Import,522649,iron_steel
China,2018,Import,14849316,iron_steel
China,2018,Export,40320055,iron_steel
China,2018,Re-Import,5261701,iron_steel
China,2018,Import,39127941,iron_steel
China,2018,Export,145699194,iron_steel
China,2018,Re-Import,5330509,iron_steel
China,2018,Import,50355524,iron_steel
China,2018,Export,58982489,iron_steel
China,2018,Re-Import,684399,iron_steel
China,2018,Import,12384545,iron_steel
China,2018,Export,47241191,iron_steel
China,2018,Re-Import,218426,iron_steel
China,2018,Import,6235114,iron_steel
China,2018,Export,39457783,iron_steel
China,2018,Re-Import,277929,iron_steel
China,2018,Import,3557763,iron_steel
China,2018,Export,149559231,iron_steel
China,2018,Re-Import,75471,iron_steel
China,2018,Import,70828505,iron_steel
China,2018,Export,284729309,iron_steel
China,2018,Re-Import,134548,iron_steel
China,2018,Import,10314020,iron_steel
China,2018,Export,978735319,iron_steel
China,2018,Re-Import,54286,iron_steel
China,2018,Import,4578083,iron_steel
China,2018,Export,70389359,iron_steel
China,2018,Re-Import,337,iron_steel
China,2018,Import,37633814,iron_steel
China,2018,Export,374048501,iron_steel
China,2018,Re-Import,315725,iron_steel
China,2018,Import,7212382,iron_steel
China,2018,Export,25053,iron_steel
China,2018,Import,918242563,iron_steel
China,2018,Export,220232,iron_steel
China,2018,Re-Import,58096,iron_steel
China,2018,Import,13342344,iron_steel
China,2018,Export,81452825,iron_steel
China,2018,Import,248153817,iron_steel
China,2018,Export,752094592,iron_steel
China,2018,Re-Import,274906,iron_steel
China,2018,Import,787794479,iron_steel
China,2018,Export,1431381723,iron_steel
China,2018,Re-Import,38588,iron_steel
China,2018,Import,406201728,iron_steel
China,2018,Export,336180912,iron_steel
China,2018,Re-Import,296549,iron_steel
China,2018,Import,80248654,iron_steel
China,2018,Export,120720845,iron_steel
China,2018,Re-Import,44772,iron_steel
China,2018,Import,43530187,iron_steel
China,2018,Export,146435391,iron_steel
China,2018,Re-Import,516760,iron_steel
China,2018,Import,3998902,iron_steel
China,2018,Export,53864263,iron_steel
China,2018,Re-Import,38141,iron_steel
China,2018,Import,3681425,iron_steel
China,2018,Export,28788709,iron_steel
China,2018,Import,26723085,iron_steel
China,2018,Export,32997771,iron_steel
China,2018,Re-Import,313205,iron_steel
China,2018,Import,102771729,iron_steel
China,2018,Export,123349780,iron_steel
China,2018,Re-Import,475365,iron_steel
China,2018,Import,194144807,iron_steel
China,2018,Export,787280555,iron_steel
China,2018,Re-Import,2956966,iron_steel
China,2018,Import,179329746,iron_steel
China,2018,Export,837980778,iron_steel
China,2018,Re-Import,5842236,iron_steel
China,2018,Import,33995784,iron_steel
China,2018,Export,359674183,iron_steel
China,2018,Re-Import,230800,iron_steel
China,2018,Import,27076912,iron_steel
China,2018,Export,179876155,iron_steel
China,2018,Re-Import,378364,iron_steel
China,2018,Import,30092478,iron_steel
China,2018,Export,3884381,iron_steel
China,2018,Re-Import,34,iron_steel
China,2018,Import,2498852,iron_steel
China,2018,Export,99144554,iron_steel
China,2018,Re-Import,7292,iron_steel
China,2018,Import,310141213,iron_steel
China,2018,Export,248701916,iron_steel
China,2018,Re-Import,12286500,iron_steel
China,2018,Import,53302565,iron_steel
China,2018,Export,39689683,iron_steel
China,2018,Re-Import,305472,iron_steel
China,2018,Import,158421617,iron_steel
China,2018,Export,248565395,iron_steel
China,2018,Re-Import,1778837,iron_steel
China,2018,Import,172378181,iron_steel
China,2018,Export,41009177,iron_steel
China,2018,Re-Import,468909,iron_steel
China,2018,Import,159472680,iron_steel
China,2018,Export,47957227,iron_steel
China,2018,Re-Import,200178,iron_steel
China,2018,Import,73502021,iron_steel
China,2018,Export,26576917,iron_steel
China,2018,Re-Import,446326,iron_steel
China,2018,Import,13856643,iron_steel
China,2018,Export,85529424,iron_steel
China,2018,Re-Import,38208,iron_steel
China,2018,Import,175906568,iron_steel
China,2018,Export,268346994,iron_steel
China,2018,Re-Import,7445551,iron_steel
China,2018,Import,22625494,iron_steel
China,2018,Export,147862,iron_steel
China,2018,Re-Import,882,iron_steel
China,2018,Import,102803831,iron_steel
China,2018,Export,10903246,iron_steel
China,2018,Re-Import,2210,iron_steel
China,2018,Import,351569192,iron_steel
China,2018,Export,589935208,iron_steel
China,2018,Re-Import,1262100,iron_steel
China,2018,Import,166543167,iron_steel
China,2018,Export,5193094527,iron_steel
China,2018,Re-Import,178436,iron_steel
China,2018,Import,382148427,iron_steel
China,2018,Export,2829692597,iron_steel
China,2018,Re-Import,804953,iron_steel
China,2018,Import,349552493,iron_steel
China,2018,Export,251772298,iron_steel
China,2018,Re-Import,9606,iron_steel
China,2018,Import,765844817,iron_steel
China,2018,Export,375173937,iron_steel
China,2018,Re-Import,97317,iron_steel
China,2018,Import,23144501,iron_steel
China,2018,Export,37261535,iron_steel
China,2018,Re-Import,917843,iron_steel
China,2018,Import,22842636,iron_steel
China,2018,Export,2933503,iron_steel
China,2018,Re-Import,17271,iron_steel
China,2018,Import,94772170,iron_steel
China,2018,Export,55846951,iron_steel
China,2018,Re-Import,200505,iron_steel
China,2018,Import,189414320,iron_steel
China,2018,Export,16202127,iron_steel
China,2018,Re-Import,760256,iron_steel
China,2018,Import,93329791,iron_steel
China,2018,Export,61076758,iron_steel
China,2018,Re-Import,5731,iron_steel
China,2018,Import,12380634,iron_steel
China,2018,Export,1885859,iron_steel
China,2018,Import,18779833,iron_steel
China,2018,Export,218722070,iron_steel
China,2018,Import,223518968,iron_steel
China,2018,Export,2333338055,iron_steel
China,2018,Re-Import,52241,iron_steel
China,2018,Import,64415279,iron_steel
China,2018,Export,97206313,iron_steel
China,2018,Re-Import,197311,iron_steel
China,2018,Import,10922931,iron_steel
China,2018,Export,5432500,iron_steel
China,2018,Re-Import,1243252,iron_steel
China,2018,Import,415030223,iron_steel
China,2018,Export,3840554318,iron_steel
China,2018,Re-Import,6465909,iron_steel
China,2018,Import,100544057,iron_steel
China,2018,Export,563021401,iron_steel
China,2018,Re-Import,78925,iron_steel
China,2018,Import,95599893,iron_steel
China,2018,Export,61033185,iron_steel
China,2018,Re-Import,38456,iron_steel
China,2018,Import,34748652,iron_steel
China,2018,Export,21572113,iron_steel
China,2018,Re-Import,73247,iron_steel
China,2018,Import,55860533,iron_steel
China,2018,Export,1007861257,iron_steel
China,2018,Re-Import,2682426,iron_steel
China,2018,Import,152449,iron_steel
China,2018,Export,6227609,iron_steel
China,2018,Import,47359766,iron_steel
China,2018,Export,257479288,iron_steel
China,2018,Re-Import,131203,iron_steel
China,2018,Import,136215169,iron_steel
China,2018,Export,164984959,iron_steel
China,2018,Re-Import,124805,iron_steel
China,2017,Import,37800345,iron_steel
China,2017,Export,22565198,iron_steel
China,2017,Import,36542,iron_steel
China,2017,Export,34365,iron_steel
China,2017,Import,39395323,iron_steel
China,2017,Export,27700,iron_steel
China,2017,Import,18567227,iron_steel
China,2017,Export,2633810,iron_steel
China,2017,Re-Import,46068,iron_steel
China,2017,Import,484201,iron_steel
China,2017,Export,824657,iron_steel
China,2017,Import,31545031,iron_steel
China,2017,Export,428035307,iron_steel
China,2017,Re-Import,55433,iron_steel
China,2017,Import,2318016,iron_steel
China,2017,Export,43046663,iron_steel
China,2017,Import,4498307,iron_steel
China,2017,Export,7397862,iron_steel
China,2017,Import,3167758811,iron_steel
China,2017,Export,30302989,iron_steel
China,2017,Import,16899449,iron_steel
China,2017,Export,16453786,iron_steel
China,2017,Import,91081,iron_steel
China,2017,Import,2650664778,iron_steel
China,2017,Export,8831396,iron_steel
China,2017,Import,443701,iron_steel
China,2017,Export,83830745,iron_steel
China,2017,Import,863,iron_steel
China,2017,Export,61106250,iron_steel
China,2017,Import,861480,iron_steel
China,2017,Export,1146265,iron_steel
China,2017,Import,2619824,iron_steel
China,2017,Export,115492846,iron_steel
China,2017,Import,531545696,iron_steel
China,2017,Export,4272516,iron_steel
China,2017,Import,25655368,iron_steel
China,2017,Export,308584794,iron_steel
China,2017,Re-Import,139887,iron_steel
China,2017,Import,1263237,iron_steel
China,2017,Export,4480539,iron_steel
China,2017,Import,33475,iron_steel
China,2017,Export,73304,iron_steel
China,2017,Import,18747,iron_steel
China,2017,Export,11019636,iron_steel
China,2017,Import,12180724,iron_steel
China,2017,Export,636143,iron_steel
China,2017,Import,42847473,iron_steel
China,2017,Export,2180574,iron_steel
China,2017,Export,1126795,iron_steel
China,2017,Import,2309716,iron_steel
China,2017,Export,77630090,iron_steel
China,2017,Import,1180477225,iron_steel
China,2017,Export,165048608,iron_steel
China,2017,Re-Import,7114801,iron_steel
China,2017,Import,249148,iron_steel
China,2017,Import,27327726,iron_steel
China,2017,Export,44447870,iron_steel
China,2017,Import,142727923,iron_steel
China,2017,Export,33293953,iron_steel
China,2017,Re-Import,205975,iron_steel
China,2017,Import,111507667,iron_steel
China,2017,Export,28475876,iron_steel
China,2017,Re-Import,10575,iron_steel
China,2017,Import,6500745,iron_steel
China,2017,Export,1852,iron_steel
China,2017,Import,278376,iron_steel
China,2017,Export,54187,iron_steel
China,2017,Import,44317348,iron_steel
China,2017,Import,13783640,iron_steel
China,2017,Export,8665,iron_steel
China,2017,Import,456171,iron_steel
China,2017,Export,13401,iron_steel
China,2017,Re-Import,119,iron_steel
China,2017,Import,11195952,iron_steel
China,2017,Export,444044,iron_steel
China,2017,Re-Import,689,iron_steel
China,2017,Import,1195057,iron_steel
China,2017,Export,6311312,iron_steel
China,2017,Re-Import,21798,iron_steel
China,2017,Import,70747457,iron_steel
China,2017,Export,12922201,iron_steel
China,2017,Re-Import,75269,iron_steel
China,2017,Import,780173039,iron_steel
China,2017,Export,18956290,iron_steel
China,2017,Re-Import,129810,iron_steel
China,2017,Import,526402419,iron_steel
China,2017,Export,24468300,iron_steel
China,2017,Re-Import,4010,iron_steel
China,2017,Import,651240968,iron_steel
China,2017,Export,85594623,iron_steel
China,2017,Re-Import,19535102,iron_steel
China,2017,Import,31258994,iron_steel
China,2017,Export,60922416,iron_steel
China,2017,Re-Import,1364284,iron_steel
China,2017,Import,2366799,iron_steel
China,2017,Export,10898263,iron_steel
China,2017,Re-Import,234428,iron_steel
China,2017,Import,2137391,iron_steel
China,2017,Export,8731924,iron_steel
China,2017,Re-Import,11345,iron_steel
China,2017,Import,289287,iron_steel
China,2017,Export,12210339,iron_steel
China,2017,Re-Import,173333,iron_steel
China,2017,Import,7925303,iron_steel
China,2017,Export,4767984,iron_steel
China,2017,Re-Import,4904,iron_steel
China,2017,Import,271406328,iron_steel
China,2017,Export,733018416,iron_steel
China,2017,Re-Import,5426,iron_steel
China,2017,Import,534554853,iron_steel
China,2017,Export,723237636,iron_steel
China,2017,Import,459884590,iron_steel
China,2017,Export,337468866,iron_steel
China,2017,Import,2257256,iron_steel
China,2017,Export,6318390,iron_steel
China,2017,Import,1034221,iron_steel
China,2017,Export,5738310,iron_steel
China,2017,Re-Import,8987,iron_steel
China,2017,Import,3606678,iron_steel
China,2017,Export,36703508,iron_steel
China,2017,Re-Import,834,iron_steel
China,2017,Import,4437961,iron_steel
China,2017,Export,52908884,iron_steel
China,2017,Re-Import,18582,iron_steel
China,2017,Import,1128880,iron_steel
China,2017,Export,7338431,iron_steel
China,2017,Import,301779,iron_steel
China,2017,Export,6638558,iron_steel
China,2017,Import,16169071,iron_steel
China,2017,Export,892435304,iron_steel
China,2017,Re-Import,1987504,iron_steel
China,2017,Import,84777,iron_steel
China,2017,Export,1447441,iron_steel
China,2017,Import,792048659,iron_steel
China,2017,Export,91828598,iron_steel
China,2017,Re-Import,14533506,iron_steel
China,2017,Import,338843,iron_steel
China,2017,Export,226732627,iron_steel
China,2017,Re-Import,175102,iron_steel
China,2017,Import,1080500140,iron_steel
China,2017,Export,5273656087,iron_steel
China,2017,Re-Import,15227039,iron_steel
China,2017,Import,13548520,iron_steel
China,2017,Export,159546232,iron_steel
China,2017,Re-Import,70446,iron_steel
China,2017,Import,250317735,iron_steel
China,2017,Export,1083580373,iron_steel
China,2017,Re-Import,360288,iron_steel
China,2017,Import,128945699,iron_steel
China,2017,Export,4497768758,iron_steel
China,2017,Re-Import,1162776,iron_steel
China,2017,Import,134132354,iron_steel
China,2017,Export,110897100,iron_steel
China,2017,Re-Import,1017422,iron_steel
China,2017,Import,20895512,iron_steel
China,2017,Export,144461466,iron_steel
China,2017,Re-Import,46219,iron_steel
China,2017,Import,11393,iron_steel
China,2017,Export,1481348,iron_steel
China,2017,Import,7181526,iron_steel
China,2017,Export,16224158,iron_steel
China,2017,Re-Import,212841,iron_steel
China,2017,Import,79150833,iron_steel
China,2017,Export,19631848,iron_steel
China,2017,Re-Import,5083,iron_steel
China,2017,Import,47033352,iron_steel
China,2017,Export,39725412,iron_steel
China,2017,Re-Import,51505,iron_steel
China,2017,Import,6650479,iron_steel
China,2017,Export,12493167,iron_steel
China,2017,Import,2896457,iron_steel
China,2017,Export,2641405,iron_steel
China,2017,Re-Import,154771,iron_steel
China,2017,Import,28009099,iron_steel
China,2017,Export,15217881,iron_steel
China,2017,Re-Import,146328,iron_steel
China,2017,Import,10261399,iron_steel
China,2017,Export,152413827,iron_steel
China,2017,Re-Import,30922,iron_steel
China,2017,Import,32153363,iron_steel
China,2017,Export,46229816,iron_steel
China,2017,Re-Import,124,iron_steel
China,2017,Import,73276584,iron_steel
China,2017,Export,23821548,iron_steel
China,2017,Re-Import,32658,iron_steel
China,2017,Import,50676496,iron_steel
China,2017,Export,11691257,iron_steel
China,2017,Re-Import,122,iron_steel
China,2017,Import,630903,iron_steel
China,2017,Export,9753625,iron_steel
China,2017,Re-Import,53215,iron_steel
China,2017,Import,18441934,iron_steel
China,2017,Export,885331,iron_steel
China,2017,Import,161755836,iron_steel
China,2017,Export,11772314,iron_steel
China,2017,Re-Import,18346,iron_steel
China,2017,Import,46247573,iron_steel
China,2017,Export,1211318,iron_steel
China,2017,Import,1456526,iron_steel
China,2017,Export,25964148,iron_steel
China,2017,Re-Import,209777,iron_steel
China,2017,Import,14499511,iron_steel
China,2017,Export,106960667,iron_steel
China,2017,Re-Import,9269605,iron_steel
China,2017,Import,3415778,iron_steel
China,2017,Export,1130315,iron_steel
China,2017,Import,69097182,iron_steel
China,2017,Export,9896178,iron_steel
China,2017,Re-Import,479391,iron_steel
China,2017,Import,64971283,iron_steel
China,2017,Export,490024,iron_steel
China,2017,Re-Import,7,iron_steel
China,2017,Import,27787137,iron_steel
China,2017,Export,2392591,iron_steel
China,2017,Re-Import,4084,iron_steel
China,2017,Import,14045383,iron_steel
China,2017,Export,3358054,iron_steel
China,2017,Re-Import,69959,iron_steel
China,2017,Import,9426242,iron_steel
China,2017,Export,25380692,iron_steel
China,2017,Re-Import,159903,iron_steel
China,2017,Import,3427304,iron_steel
China,2017,Export,110807584,iron_steel
China,2017,Re-Import,938638,iron_steel
China,2017,Import,503304,iron_steel
China,2017,Export,763207,iron_steel
China,2017,Import,8750108,iron_steel
China,2017,Export,119939705,iron_steel
China,2017,Re-Import,772337,iron_steel
China,2017,Import,19128450,iron_steel
China,2017,Export,32631679,iron_steel
China,2017,Re-Import,4991108,iron_steel
China,2017,Import,28469842,iron_steel
China,2017,Export,97177888,iron_steel
China,2017,Re-Import,1459786,iron_steel
China,2017,Import,39623524,iron_steel
China,2017,Export,26490113,iron_steel
China,2017,Re-Import,1644863,iron_steel
China,2017,Import,12109997,iron_steel
China,2017,Export,29751508,iron_steel
China,2017,Re-Import,59651,iron_steel
China,2017,Import,5260733,iron_steel
China,2017,Export,29022873,iron_steel
China,2017,Re-Import,130186,iron_steel
China,2017,Import,2069942,iron_steel
China,2017,Export,129432159,iron_steel
China,2017,Re-Import,39966,iron_steel
China,2017,Import,66256212,iron_steel
China,2017,Export,223948036,iron_steel
China,2017,Re-Import,188729,iron_steel
China,2017,Import,11595172,iron_steel
China,2017,Export,803631137,iron_steel
China,2017,Re-Import,58507,iron_steel
China,2017,Import,9129776,iron_steel
China,2017,Export,46146178,iron_steel
China,2017,Re-Import,683,iron_steel
China,2017,Import,44336738,iron_steel
China,2017,Export,309202853,iron_steel
China,2017,Re-Import,445084,iron_steel
China,2017,Import,8465212,iron_steel
China,2017,Export,18685,iron_steel
China,2017,Re-Import,3759,iron_steel
China,2017,Import,394661361,iron_steel
China,2017,Export,160739,iron_steel
China,2017,Re-Import,56410,iron_steel
China,2017,Import,14130813,iron_steel
China,2017,Export,51119551,iron_steel
China,2017,Import,292127838,iron_steel
China,2017,Export,819854941,iron_steel
China,2017,Re-Import,452682,iron_steel
China,2017,Import,322850690,iron_steel
China,2017,Export,1742890616,iron_steel
China,2017,Re-Import,85921,iron_steel
China,2017,Import,147011142,iron_steel
China,2017,Export,370534032,iron_steel
China,2017,Re-Import,11788,iron_steel
China,2017,Import,81475163,iron_steel
China,2017,Export,89108796,iron_steel
China,2017,Re-Import,174933,iron_steel
China,2017,Import,49614045,iron_steel
China,2017,Export,85273328,iron_steel
China,2017,Re-Import,482788,iron_steel
China,2017,Import,5206081,iron_steel
China,2017,Export,31433784,iron_steel
China,2017,Re-Import,690592,iron_steel
China,2017,Import,4539723,iron_steel
China,2017,Export,32848261,iron_steel
China,2017,Re-Import,222228,iron_steel
China,2017,Import,14636439,iron_steel
China,2017,Export,28077326,iron_steel
China,2017,Re-Import,297759,iron_steel
China,2017,Import,67030581,iron_steel
China,2017,Export,107361387,iron_steel
China,2017,Re-Import,736487,iron_steel
China,2017,Import,171921025,iron_steel
China,2017,Export,711512053,iron_steel
China,2017,Re-Import,2538034,iron_steel
China,2017,Import,170446974,iron_steel
China,2017,Export,720374069,iron_steel
China,2017,Re-Import,1599998,iron_steel
China,2017,Import,34756919,iron_steel
China,2017,Export,297042783,iron_steel
China,2017,Re-Import,1052049,iron_steel
China,2017,Import,29379356,iron_steel
China,2017,Export,126444181,iron_steel
China,2017,Re-Import,572037,iron_steel
China,2017,Import,21205484,iron_steel
China,2017,Export,8760271,iron_steel
China,2017,Re-Import,80529,iron_steel
China,2017,Import,3694330,iron_steel
China,2017,Export,82841212,iron_steel
China,2017,Re-Import,28086,iron_steel
China,2017,Import,331654579,iron_steel
China,2017,Export,221095244,iron_steel
China,2017,Re-Import,18127932,iron_steel
China,2017,Import,69654551,iron_steel
China,2017,Export,22538629,iron_steel
China,2017,Re-Import,584806,iron_steel
China,2017,Import,171740849,iron_steel
China,2017,Export,149898818,iron_steel
China,2017,Re-Import,3373620,iron_steel
China,2017,Import,195552360,iron_steel
China,2017,Export,33015688,iron_steel
China,2017,Re-Import,127339,iron_steel
China,2017,Import,138524179,iron_steel
China,2017,Export,42150545,iron_steel
China,2017,Re-Import,497713,iron_steel
China,2017,Import,33613312,iron_steel
China,2017,Export,16965700,iron_steel
China,2017,Re-Import,613563,iron_steel
China,2017,Import,13613178,iron_steel
China,2017,Export,64067626,iron_steel
China,2017,Re-Import,292879,iron_steel
China,2017,Import,166308013,iron_steel
China,2017,Export,234245251,iron_steel
China,2017,Re-Import,6934017,iron_steel
China,2017,Import,24465087,iron_steel
China,2017,Export,2282401,iron_steel
China,2017,Import,99564545,iron_steel
China,2017,Export,6379409,iron_steel
China,2017,Import,369969771,iron_steel
China,2017,Export,447777512,iron_steel
China,2017,Re-Import,1480418,iron_steel
China,2017,Import,139618803,iron_steel
China,2017,Export,5661813924,iron_steel
