Country,Year,Flow,Trade,Category
USA,2017,Import,149084437,cars
USA,2017,Export,188331070,cars
USA,2017,Re-Export,5966255,cars
USA,2017,Import,770768942,cars
USA,2017,Export,517953502,cars
USA,2017,Re-Export,15497918,cars
USA,2017,Import,1330940216,cars
USA,2017,Export,734620181,cars
USA,2017,Re-Export,97655881,cars
USA,2017,Import,16083215409,cars
USA,2017,Export,1432246842,cars
USA,2017,Re-Export,30081343,cars
USA,2017,Import,103291778258,cars
USA,2017,Export,18724961981,cars
USA,2017,Re-Export,633900480,cars
USA,2017,Import,47613034719,cars
USA,2017,Export,18848230276,cars
USA,2017,Re-Export,944838522,cars
USA,2017,Import,1192820,cars
USA,2017,Export,9848772,cars
USA,2017,Re-Export,462165,cars
USA,2017,Import,803299181,cars
USA,2017,Export,3040553009,cars
USA,2017,Re-Export,632866793,cars
USA,2017,Import,744859644,cars
USA,2017,Export,4696800278,cars
USA,2017,Re-Export,15853902,cars
USA,2017,Import,8958446487,cars
USA,2017,Export,5563288888,cars
USA,2017,Re-Export,163811113,cars
USA,2017,Import,928751660,cars
USA,2017,Export,1601003542,cars
USA,2017,Re-Export,191815865,cars
USA,2017,Import,2532999616,cars
USA,2017,Export,1236787638,cars
USA,2017,Re-Export,72528727,cars
USA,2017,Import,5498917112,cars
USA,2017,Export,1309445826,cars
USA,2017,Re-Export,49915666,cars
USA,2017,Import,1339560046,cars
USA,2017,Export,882596581,cars
USA,2017,Re-Export,59388992,cars
USA,2017,Import,15886770948,cars
USA,2017,Export,9997042265,cars
USA,2017,Re-Export,244481410,cars
USA,2017,Import,329368611,cars
USA,2017,Export,468531176,cars
USA,2017,Re-Export,2440873,cars
USA,2017,Import,10967683,cars
USA,2017,Export,288602920,cars
USA,2017,Re-Export,1346194,cars
USA,2017,Import,442351790,cars
USA,2017,Export,112176571,cars
USA,2017,Re-Export,19506808,cars
USA,2017,Import,11679070,cars
USA,2017,Export,30726565,cars
USA,2017,Re-Export,838522,cars
USA,2017,Import,3157804,cars
USA,2017,Export,282944564,cars
USA,2017,Re-Export,2432454,cars
USA,2017,Import,14422724,cars
USA,2017,Export,30583359,cars
USA,2017,Re-Export,1452705,cars
USA,2017,Import,294612377,cars
USA,2017,Export,1009522629,cars
USA,2017,Re-Export,32768769,cars
USA,2017,Import,70994471,cars
USA,2017,Export,52959811,cars
USA,2017,Re-Export,1409600,cars
USA,2017,Import,31523912,cars
USA,2017,Export,927645963,cars
USA,2017,Re-Export,8058800,cars
USA,2017,Import,862147300,cars
USA,2017,Export,144026710,cars
USA,2017,Re-Export,19799103,cars
USA,2017,Export,727703084,cars
USA,2017,Re-Export,77720660,cars
USA,2017,Import,1254979815,cars
USA,2017,Import,86010466,cars
USA,2017,Export,138999714,cars
USA,2017,Re-Export,42092809,cars
USA,2017,Export,9447607378,cars
USA,2017,Re-Export,986083306,cars
USA,2017,Import,13499812988,cars
USA,2017,Export,2996426051,cars
USA,2017,Re-Export,487517634,cars
USA,2017,Import,5082038613,cars
USA,2017,Export,7831653651,cars
USA,2017,Re-Export,391544483,cars
USA,2017,Import,9830720812,cars
USA,2017,Export,2622602483,cars
USA,2017,Re-Export,179164554,cars
USA,2017,Import,4044807883,cars
USA,2017,Export,1366731356,cars
USA,2017,Re-Export,552786811,cars
USA,2017,Import,4260542356,cars
USA,2017,Export,2335404335,cars
USA,2017,Re-Export,242364937,cars
USA,2017,Import,3820899837,cars
USA,2017,Export,455324270,cars
USA,2017,Re-Export,37890256,cars
USA,2017,Import,951413481,cars
USA,2017,Export,749369895,cars
USA,2017,Re-Export,27570403,cars
USA,2017,Import,914592025,cars
USA,2017,Export,968196899,cars
USA,2017,Re-Export,173596658,cars
USA,2017,Import,1341741433,cars
USA,2017,Export,2568537481,cars
USA,2017,Re-Export,454224696,cars
USA,2017,Import,4458925968,cars
USA,2017,Export,12993803095,cars
USA,2017,Re-Export,1664504436,cars
USA,2017,Import,16761274588,cars
USA,2017,Import,31589014,cars
USA,2017,Export,52704724,cars
USA,2017,Re-Export,2894905,cars
USA,2017,Import,60458640,cars
USA,2017,Export,162370651,cars
USA,2017,Re-Export,23996176,cars
USA,2017,Import,182222486,cars
USA,2017,Export,54854929,cars
USA,2017,Re-Export,3755989,cars
USA,2017,Import,265325200,cars
USA,2017,Export,1785076511,cars
USA,2017,Re-Export,12770520,cars
USA,2017,Import,59411449,cars
USA,2017,Export,16900077,cars
USA,2017,Re-Export,963455,cars
USA,2017,Import,354495990,cars
USA,2017,Export,14684111,cars
USA,2017,Re-Export,4711939,cars
USA,2017,Import,356448471,cars
USA,2017,Export,36897109,cars
USA,2017,Re-Export,10201769,cars
USA,2017,Import,278124677,cars
USA,2017,Export,35628343,cars
USA,2017,Re-Export,11289246,cars
USA,2017,Import,821527662,cars
USA,2017,Export,1065747455,cars
USA,2017,Re-Export,21948061,cars
USA,2017,Import,387476057,cars
USA,2017,Export,103624426,cars
USA,2017,Re-Export,10231555,cars
USA,2017,Import,1421711749,cars
USA,2017,Export,88208380,cars
USA,2017,Re-Export,47785635,cars
USA,2017,Import,178536163,cars
USA,2017,Export,43952837,cars
USA,2017,Re-Export,9317243,cars
USA,2017,Import,149051093,cars
USA,2017,Export,27602112,cars
USA,2017,Re-Export,3033912,cars
USA,2017,Import,664608419,cars
USA,2017,Export,395189812,cars
USA,2017,Re-Export,38519293,cars
USA,2017,Import,243449223,cars
USA,2017,Export,78818605,cars
USA,2017,Re-Export,17740299,cars
USA,2017,Import,148116389,cars
USA,2017,Export,64896018,cars
USA,2017,Re-Export,15586110,cars
USA,2017,Import,22000364,cars
USA,2017,Export,28558224,cars
USA,2017,Re-Export,3261951,cars
USA,2017,Import,38221167,cars
USA,2017,Export,2870346,cars
USA,2017,Re-Export,647063,cars
USA,2017,Import,42440899,cars
USA,2017,Export,7475319,cars
USA,2017,Re-Export,2484049,cars
USA,2017,Import,22189396,cars
USA,2017,Export,2796997,cars
USA,2017,Re-Export,854365,cars
USA,2017,Import,68217743,cars
USA,2017,Export,19461989,cars
USA,2017,Re-Export,4611786,cars
USA,2017,Import,195970130,cars
USA,2017,Export,94283188,cars
USA,2017,Re-Export,16558935,cars
USA,2017,Export,33280110,cars
USA,2017,Re-Export,9140989,cars
USA,2017,Import,310017412,cars
USA,2017,Import,21988401,cars
USA,2017,Export,1083469195,cars
USA,2017,Re-Export,914055,cars
USA,2017,Import,27169220,cars
USA,2017,Export,52567220,cars
USA,2017,Re-Export,628750,cars
USA,2017,Import,146075121,cars
USA,2017,Export,49587463,cars
USA,2017,Re-Export,11488511,cars
USA,2017,Import,1813545089,cars
USA,2017,Export,1135410638,cars
USA,2017,Re-Export,42341670,cars
USA,2017,Import,118506560,cars
USA,2017,Export,159900350,cars
USA,2017,Re-Export,1094721,cars
USA,2017,Import,621398016,cars
USA,2017,Export,261946847,cars
USA,2017,Re-Export,21754202,cars
USA,2017,Import,837607237,cars
USA,2017,Export,828181787,cars
USA,2017,Re-Export,58959494,cars
USA,2016,Import,5228973,cars
USA,2016,Export,9549489,cars
USA,2016,Re-Export,2534702,cars
USA,2016,Import,4837138969,cars
USA,2016,Export,1632023744,cars
USA,2016,Re-Export,33015239,cars
USA,2016,Import,441288874,cars
USA,2016,Export,559926103,cars
USA,2016,Re-Export,4108063,cars
USA,2016,Import,2866596093,cars
USA,2016,Export,1771106294,cars
USA,2016,Re-Export,245860321,cars
USA,2016,Import,873971431,cars
USA,2016,Export,573068209,cars
USA,2016,Re-Export,18481256,cars
USA,2016,Import,93820327,cars
USA,2016,Export,154131403,cars
USA,2016,Re-Export,5395916,cars
USA,2016,Import,650253869,cars
USA,2016,Export,396265957,cars
USA,2016,Re-Export,8586496,cars
USA,2016,Import,1066925751,cars
USA,2016,Export,723171402,cars
USA,2016,Re-Export,87620820,cars
USA,2016,Import,11027362761,cars
USA,2016,Export,554413757,cars
USA,2016,Re-Export,19349305,cars
USA,2016,Import,107652445136,cars
USA,2016,Export,21916493169,cars
USA,2016,Re-Export,701482453,cars
USA,2016,Import,50612820525,cars
USA,2016,Export,18591046824,cars
USA,2016,Re-Export,993413397,cars
USA,2016,Import,3128629,cars
USA,2016,Export,6955840,cars
USA,2016,Re-Export,355064,cars
USA,2016,Import,735082563,cars
USA,2016,Export,3717052361,cars
USA,2016,Re-Export,695780269,cars
USA,2016,Import,921103741,cars
USA,2016,Export,5304406310,cars
USA,2016,Re-Export,11632537,cars
USA,2016,Import,617879546,cars
USA,2016,Export,2627796226,cars
USA,2016,Re-Export,53306369,cars
USA,2016,Import,880968872,cars
USA,2016,Export,835387665,cars
USA,2016,Re-Export,151365916,cars
USA,2016,Import,2424557291,cars
USA,2016,Export,1075385986,cars
USA,2016,Re-Export,66125209,cars
USA,2016,Import,4402575584,cars
USA,2016,Export,1069399182,cars
USA,2016,Re-Export,43621101,cars
USA,2016,Import,1212820863,cars
USA,2016,Export,697424429,cars
USA,2016,Re-Export,47150625,cars
USA,2016,Import,15955879240,cars
USA,2016,Export,8727099218,cars
USA,2016,Re-Export,258323693,cars
USA,2016,Import,289986194,cars
USA,2016,Export,416538986,cars
USA,2016,Re-Export,4177409,cars
USA,2016,Import,6191077,cars
USA,2016,Export,90820574,cars
USA,2016,Re-Export,3493251,cars
USA,2016,Import,348779224,cars
USA,2016,Export,101700935,cars
USA,2016,Re-Export,16364420,cars
USA,2016,Import,9879049,cars
USA,2016,Export,27604057,cars
USA,2016,Re-Export,2206409,cars
USA,2016,Import,2046810,cars
USA,2016,Export,300409221,cars
USA,2016,Re-Export,1318153,cars
USA,2016,Import,7626260,cars
USA,2016,Export,35530481,cars
USA,2016,Re-Export,938322,cars
USA,2016,Import,224045891,cars
USA,2016,Export,1195345014,cars
USA,2016,Re-Export,29410850,cars
USA,2016,Import,97351220,cars
USA,2016,Export,43239066,cars
USA,2016,Re-Export,1711111,cars
USA,2016,Import,26635924,cars
USA,2016,Export,832436993,cars
USA,2016,Re-Export,1629533,cars
USA,2016,Import,894011607,cars
USA,2016,Export,98336157,cars
USA,2016,Re-Export,13984133,cars
USA,2016,Export,682874873,cars
USA,2016,Re-Export,79747145,cars
USA,2016,Import,1195275154,cars
USA,2016,Import,101114356,cars
USA,2016,Export,142400525,cars
USA,2016,Re-Export,73784198,cars
USA,2016,Export,9429489955,cars
USA,2016,Re-Export,895491345,cars
USA,2016,Import,14081943993,cars
USA,2016,Export,2966444979,cars
USA,2016,Re-Export,485879695,cars
USA,2016,Import,5022201489,cars
USA,2016,Export,6883929152,cars
USA,2016,Re-Export,443682823,cars
USA,2016,Import,9807128990,cars
USA,2016,Export,2230813014,cars
USA,2016,Re-Export,147907488,cars
USA,2016,Import,3969783356,cars
USA,2016,Export,1365975015,cars
USA,2016,Re-Export,532869376,cars
USA,2016,Import,4190767679,cars
USA,2016,Export,2380337812,cars
USA,2016,Re-Export,282664819,cars
USA,2016,Import,3745532597,cars
USA,2016,Export,453751351,cars
USA,2016,Re-Export,31354601,cars
USA,2016,Import,923130440,cars
USA,2016,Export,671204882,cars
USA,2016,Re-Export,26827355,cars
USA,2016,Import,933111625,cars
USA,2016,Export,824224620,cars
USA,2016,Re-Export,169541608,cars
USA,2016,Import,1307177687,cars
USA,2016,Export,2819459568,cars
USA,2016,Re-Export,468574908,cars
USA,2016,Import,4561751823,cars
USA,2016,Export,12331478161,cars
USA,2016,Re-Export,1443634923,cars
USA,2016,Import,16572032081,cars
USA,2016,Import,34291094,cars
USA,2016,Export,59661840,cars
USA,2016,Re-Export,4397265,cars
USA,2016,Import,55836636,cars
USA,2016,Export,168730824,cars
USA,2016,Re-Export,18038442,cars
USA,2016,Import,182828432,cars
USA,2016,Export,71310085,cars
USA,2016,Re-Export,3283751,cars
USA,2016,Import,276815361,cars
USA,2016,Export,1736217886,cars
USA,2016,Re-Export,11221090,cars
USA,2016,Import,56577060,cars
USA,2016,Export,16012884,cars
USA,2016,Re-Export,783188,cars
USA,2016,Import,312704498,cars
USA,2016,Export,19411581,cars
USA,2016,Re-Export,5419725,cars
USA,2016,Import,292398731,cars
USA,2016,Export,24228154,cars
USA,2016,Re-Export,7931926,cars
USA,2016,Import,273821988,cars
USA,2016,Export,37274330,cars
USA,2016,Re-Export,12609825,cars
USA,2016,Import,851197455,cars
USA,2016,Export,1079826519,cars
USA,2016,Re-Export,18161551,cars
USA,2016,Import,291009246,cars
USA,2016,Export,111209410,cars
USA,2016,Re-Export,12753072,cars
USA,2016,Import,1465925754,cars
USA,2016,Export,100204485,cars
USA,2016,Re-Export,58485770,cars
USA,2016,Import,147393546,cars
USA,2016,Export,43485837,cars
USA,2016,Re-Export,7874165,cars
USA,2016,Import,131308427,cars
USA,2016,Export,27308341,cars
USA,2016,Re-Export,3439410,cars
USA,2016,Export,408735498,cars
USA,2016,Re-Export,41684477,cars
USA,2016,Import,654326737,cars
USA,2016,Import,229016657,cars
USA,2016,Export,73761086,cars
USA,2016,Re-Export,14049099,cars
USA,2016,Import,144013967,cars
USA,2016,Export,82101268,cars
USA,2016,Re-Export,15343807,cars
USA,2016,Import,21200033,cars
USA,2016,Export,28603203,cars
USA,2016,Re-Export,2710234,cars
USA,2016,Import,35408298,cars
USA,2016,Export,5278026,cars
USA,2016,Re-Export,744446,cars
USA,2016,Import,35085328,cars
USA,2016,Export,5725905,cars
USA,2016,Re-Export,1938723,cars
USA,2016,Export,2198284,cars
USA,2016,Re-Export,923095,cars
USA,2016,Import,23239195,cars
USA,2016,Import,63892729,cars
USA,2016,Export,14442190,cars
USA,2016,Re-Export,3941157,cars
USA,2016,Import,175255843,cars
USA,2016,Export,93674258,cars
USA,2016,Re-Export,16420315,cars
USA,2016,Export,32218080,cars
USA,2016,Re-Export,9250385,cars
USA,2016,Import,297674817,cars
USA,2016,Import,11731831,cars
USA,2016,Export,831102712,cars
USA,2016,Re-Export,165907,cars
USA,2016,Import,28762376,cars
USA,2016,Export,46639587,cars
USA,2016,Re-Export,559545,cars
USA,2016,Import,93641460,cars
USA,2016,Export,71584275,cars
USA,2016,Re-Export,10365364,cars
USA,2016,Import,1496724551,cars
USA,2016,Export,1164357608,cars
USA,2016,Re-Export,45474830,cars
USA,2016,Import,91299879,cars
USA,2016,Export,122948384,cars
USA,2016,Re-Export,4985586,cars
USA,2016,Import,559630980,cars
USA,2016,Export,276954700,cars
USA,2016,Re-Export,23196451,cars
USA,2016,Import,779656998,cars
USA,2016,Export,680520628,cars
USA,2016,Re-Export,48230165,cars
China,2018,Import,136305064,coffee
China,2018,Export,191846209,coffee
China,2018,Import,182376,coffee
China,2018,Export,48322,coffee
China,2018,Import,155837128,coffee
China,2018,Export,38236665,coffee
China,2018,Re-Import,350369,coffee
China,2018,Import,8996837,coffee
China,2018,Export,256577,coffee
China,2018,Re-Import,378,coffee
China,2018,Import,240815,coffee
China,2018,Export,108169,coffee
China,2018,Re-Import,362,coffee
China,2018,Import,8651310,coffee
China,2018,Export,668894856,coffee
China,2018,Re-Import,1504704,coffee
China,2018,Import,12655330,coffee
China,2018,Export,619756224,coffee
China,2018,Re-Import,1978750,coffee
China,2018,Import,40654593,coffee
China,2018,Export,212342329,coffee
China,2018,Re-Import,793854,coffee
China,2018,Import,115862993,coffee
China,2018,Export,284371154,coffee
China,2018,Re-Import,11210,coffee
China,2018,Import,335708,coffee
China,2018,Import,23255566,coffee
China,2018,Export,9713868,coffee
China,2018,Re-Import,1268,coffee
China,2018,Import,4221675,coffee
China,2018,Export,10225834,coffee
China,2018,Re-Import,82588,coffee
China,2018,Import,110395876,coffee
China,2018,Export,534369385,coffee
China,2018,Re-Import,783437,coffee
China,2018,Import,2364942,coffee
China,2018,Import,1413264,coffee
China,2018,Export,116388896,coffee
China,2018,Import,207421,coffee
China,2018,Export,19142282,coffee
China,2018,Import,116239,coffee
China,2018,Export,1345778,coffee
China,2018,Import,306548,coffee
China,2018,Export,790140,coffee
China,2018,Import,8012,coffee
China,2018,Import,85334,coffee
China,2018,Import,239167,coffee
China,2018,Export,50250436,coffee
China,2018,Re-Import,1146,coffee
China,2018,Import,40179,coffee
China,2018,Export,163259,coffee
China,2018,Import,260022,coffee
China,2018,Export,393438,coffee
China,2018,Re-Import,261,coffee
China,2018,Import,886612,coffee
China,2018,Export,471104207,coffee
China,2018,Re-Import,85969,coffee
China,2018,Import,3679984,coffee
China,2018,Export,3002760,coffee
China,2018,Import,387150,coffee
China,2018,Export,2778784,coffee
China,2018,Re-Import,102,coffee
China,2018,Import,1009239,coffee
China,2018,Export,2616119,coffee
China,2018,Re-Import,1820,coffee
China,2018,Import,3720907,coffee
China,2018,Export,47772577,coffee
China,2018,Re-Import,1894,coffee
China,2017,Import,128485755,coffee
China,2017,Export,171054224,coffee
China,2017,Re-Import,122116,coffee
China,2017,Import,381825,coffee
China,2017,Export,9130,coffee
China,2017,Import,125791055,coffee
China,2017,Export,65911229,coffee
China,2017,Re-Import,29631363,coffee
China,2017,Import,7564153,coffee
China,2017,Export,175584,coffee
China,2017,Import,22715,coffee
China,2017,Export,38937,coffee
China,2017,Import,6058785,coffee
China,2017,Export,637749925,coffee
China,2017,Re-Import,1199230,coffee
China,2017,Import,8224031,coffee
China,2017,Export,547146499,coffee
China,2017,Re-Import,229313,coffee
China,2017,Import,34724960,coffee
China,2017,Export,197405813,coffee
China,2017,Re-Import,396415,coffee
China,2017,Import,100121924,coffee
China,2017,Export,227657577,coffee
China,2017,Re-Import,10363,coffee
China,2017,Import,524380,coffee
China,2017,Export,1636,coffee
China,2017,Import,20786376,coffee
China,2017,Export,5586522,coffee
China,2017,Import,5046887,coffee
China,2017,Export,9358097,coffee
China,2017,Re-Import,71877,coffee
China,2017,Import,11293157,coffee
China,2017,Export,459773527,coffee
China,2017,Re-Import,955294,coffee
China,2017,Import,1313327,coffee
China,2017,Import,1352363,coffee
China,2017,Export,96102612,coffee
China,2017,Import,26407,coffee
China,2017,Export,13640123,coffee
China,2017,Import,45660,coffee
China,2017,Export,797402,coffee
China,2017,Import,302814,coffee
China,2017,Export,1165408,coffee
China,2017,Import,3611,coffee
China,2017,Export,1910,coffee
China,2017,Import,6989,coffee
China,2017,Export,7321,coffee
China,2017,Import,135054,coffee
China,2017,Export,28513125,coffee
China,2017,Re-Import,32987,coffee
China,2017,Import,227533,coffee
China,2017,Export,97156,coffee
China,2017,Import,381682,coffee
China,2017,Export,400438,coffee
China,2017,Import,459259,coffee
China,2017,Export,428599643,coffee
China,2017,Re-Import,23015,coffee
China,2017,Import,14515713,coffee
China,2017,Export,1755457,coffee
China,2017,Import,684584,coffee
China,2017,Export,4132213,coffee
China,2017,Import,963351,coffee
China,2017,Export,2104972,coffee
China,2017,Re-Import,2721,coffee
China,2017,Import,2801616,coffee
China,2017,Export,31602585,coffee
China,2017,Re-Import,240,coffee
China,2016,Import,112019553,coffee
China,2016,Export,196166970,coffee
China,2016,Import,171596,coffee
China,2016,Export,6975,coffee
China,2016,Import,374106925,coffee
China,2016,Export,327129137,coffee
China,2016,Import,7347720,coffee
China,2016,Export,5141713,coffee
China,2016,Import,124144,coffee
China,2016,Export,10989,coffee
China,2016,Import,6936817,coffee
China,2016,Export,648695072,coffee
China,2016,Import,4706349,coffee
China,2016,Export,463906544,coffee
China,2016,Import,36758242,coffee
China,2016,Export,158322519,coffee
China,2016,Import,63096243,coffee
China,2016,Export,214097414,coffee
China,2016,Import,346410,coffee
China,2016,Export,6335,coffee
China,2016,Import,39939697,coffee
China,2016,Export,7801246,coffee
China,2016,Import,4912432,coffee
China,2016,Export,8034554,coffee
China,2016,Import,5231222,coffee
China,2016,Export,437310486,coffee
China,2016,Import,840517,coffee
China,2016,Import,1479165,coffee
China,2016,Export,66944662,coffee
China,2016,Import,58152,coffee
China,2016,Export,24553396,coffee
China,2016,Import,16,coffee
China,2016,Export,893967,coffee
China,2016,Import,157937,coffee
China,2016,Export,1229486,coffee
China,2016,Import,102506,coffee
China,2016,Import,46230,coffee
China,2016,Export,67686,coffee
China,2016,Import,131913,coffee
China,2016,Export,20331367,coffee
China,2016,Import,41801,coffee
China,2016,Export,108873,coffee
China,2016,Import,387340,coffee
China,2016,Export,306792,coffee
China,2016,Import,225403,coffee
China,2016,Export,369456328,coffee
China,2016,Import,3526303,coffee
China,2016,Export,3151204,coffee
China,2016,Import,583660,coffee
China,2016,Export,2718732,coffee
China,2016,Import,884791,coffee
China,2016,Export,2543628,coffee
China,2016,Import,2732030,coffee
China,2016,Export,22085992,coffee
Germany,2018,Import,2611475762.55096,coffee
Germany,2018,Export,589021470.867165,coffee
Germany,2018,Import,16276244.22439,coffee
Germany,2018,Export,503055140.794036,coffee
Germany,2018,Import,611183716.201224,coffee
Germany,2018,Export,1440814878.52894,coffee
Germany,2018,Import,54064596.2491836,coffee
Germany,2018,Export,46274953.8091483,coffee
Germany,2018,Import,1751774.70135449,coffee
Germany,2018,Export,656752.62492784,coffee
Germany,2018,Import,14678650.1511594,coffee
Germany,2018,Export,58652530.4718338,coffee
Germany,2018,Import,58166064.352386,coffee
Germany,2018,Export,43083829.7610047,coffee
Germany,2018,Import,44644358.8935692,coffee
Germany,2018,Export,87085825.5486007,coffee
Germany,2018,Import,119905667.974567,coffee
Germany,2018,Export,67870525.6255777,coffee
Germany,2018,Import,6727950.78298007,coffee
Germany,2018,Export,2840770.98900768,coffee
Germany,2018,Import,109556146.702252,coffee
Germany,2018,Export,45994424.1825168,coffee
Germany,2018,Import,15966679.3824366,coffee
Germany,2018,Export,43584932.6684009,coffee
Germany,2018,Import,75062051.2744031,coffee
Germany,2018,Export,44591956.8258238,coffee
Germany,2018,Import,174967534.787365,coffee
Germany,2018,Export,72496182.9942816,coffee
Germany,2018,Import,10188508.907469,coffee
Germany,2018,Export,2904062.83787752,coffee
Germany,2018,Import,10372799.2576762,coffee
Germany,2018,Export,8473762.08006072,coffee
Germany,2018,Import,7072348.74175267,coffee
Germany,2018,Export,4526291.75356296,coffee
Germany,2018,Import,15985650.9168828,coffee
Germany,2018,Export,7050507.79303432,coffee
Germany,2018,Import,5359591.95030316,coffee
Germany,2018,Export,1320267.23486664,coffee
Germany,2018,Import,11542999.9287941,coffee
Germany,2018,Export,5391506.81767544,coffee
Germany,2018,Import,34419742.4149373,coffee
Germany,2018,Export,17298644.0422998,coffee
Germany,2018,Import,5677971.6697046,coffee
Germany,2018,Export,2922312.98997944,coffee
Germany,2018,Import,6909069.76162781,coffee
Germany,2018,Export,3438724.00113272,coffee
Germany,2018,Import,60733487.4713758,coffee
Germany,2018,Export,15611613.26257,coffee
Germany,2018,Import,5392793.90729986,coffee
Germany,2018,Export,2911026.8671724,coffee
Germany,2018,Import,12330507.5913441,coffee
Germany,2018,Export,5039614.20472696,coffee
Germany,2018,Import,33600841.1268087,coffee
Germany,2018,Export,47960259.532419,coffee
Germany,2018,Import,54453415.851524,coffee
Germany,2018,Export,49379965.6382488,coffee
Germany,2017,Import,2803300603.97792,coffee
Germany,2017,Export,621854598.266465,coffee
Germany,2017,Import,8238237.84605073,coffee
Germany,2017,Export,529755487.420016,coffee
Germany,2017,Import,586462642.695302,coffee
Germany,2017,Export,1436576589.10635,coffee
Germany,2017,Import,114142245.290795,coffee
Germany,2017,Export,47593105.402339,coffee
Germany,2017,Import,1586868.49420218,coffee
Germany,2017,Export,519173.76035119,coffee
Germany,2017,Import,14064161.0579616,coffee
Germany,2017,Export,56849193.7864638,coffee
Germany,2017,Import,57631166.7192341,coffee
Germany,2017,Export,40310945.9729862,coffee
Germany,2017,Import,40187282.8762356,coffee
Germany,2017,Export,79564572.3460095,coffee
Germany,2017,Import,116034832.322573,coffee
Germany,2017,Export,72808419.6453892,coffee
Germany,2017,Import,4715571.00022848,coffee
Germany,2017,Export,3863227.81006436,coffee
Germany,2017,Import,188826506.544587,coffee
Germany,2017,Export,65839067.9646322,coffee
Germany,2017,Import,26827287.6234392,coffee
Germany,2017,Export,58967726.1106899,coffee
Germany,2017,Import,72606483.9787581,coffee
Germany,2017,Export,43048993.2517232,coffee
Germany,2017,Import,137413118.9578,coffee
Germany,2017,Export,81271563.6835948,coffee
Germany,2017,Import,9209162.65987242,coffee
Germany,2017,Export,2882340.77577936,coffee
Germany,2017,Import,8101399.18114128,coffee
Germany,2017,Export,7226510.85143758,coffee
Germany,2017,Import,6606335.99696742,coffee
Germany,2017,Export,4970193.47762466,coffee
Germany,2017,Import,17194018.1208443,coffee
Germany,2017,Export,7083623.61174019,coffee
Germany,2017,Import,4551066.94314762,coffee
Germany,2017,Export,1313197.58907201,coffee
Germany,2017,Import,7325268.6294249,coffee
Germany,2017,Export,2941919.66268434,coffee
Germany,2017,Import,31161149.0480039,coffee
Germany,2017,Export,17068072.1703228,coffee
Germany,2017,Import,5328421.95652998,coffee
Germany,2017,Export,2843301.35913394,coffee
Germany,2017,Import,7437264.02697873,coffee
Germany,2017,Export,3409290.64345232,coffee
Germany,2017,Import,54629941.2711074,coffee
Germany,2017,Export,13177050.4951376,coffee
Germany,2017,Import,4861350.71579283,coffee
Germany,2017,Export,2006684.1589071201,coffee
Germany,2017,Import,11547577.7627293,coffee
Germany,2017,Export,4485433.58391804,coffee
Germany,2017,Import,37512063.0179461,coffee
Germany,2017,Export,49378846.0244332,coffee
Germany,2017,Import,54898826.7389738,coffee
Germany,2017,Export,50567854.6385373,coffee
Germany,2016,Import,2716707527.8663,coffee
Germany,2016,Export,562055976.790513,coffee
Germany,2016,Import,2050284.06632924,coffee
Germany,2016,Export,478213215.961893,coffee
Germany,2016,Import,637316266.564066,coffee
Germany,2016,Export,1241097595.24905,coffee
Germany,2016,Import,21050737.7396356,coffee
Germany,2016,Export,45719718.3528987,coffee
Germany,2016,Import,510061.77506404,coffee
Germany,2016,Export,835470.30393024,coffee
Germany,2016,Import,13979727.7825904,coffee
Germany,2016,Export,55525593.6742578,coffee
Germany,2016,Import,62255690.076142,coffee
Germany,2016,Export,41486631.1045969,coffee
Germany,2016,Import,40599667.1832831,coffee
Germany,2016,Export,76864802.124788,coffee
Germany,2016,Import,115236145.780005,coffee
Germany,2016,Export,63130583.4762834,coffee
Germany,2016,Import,4954451.59682188,coffee
Germany,2016,Export,3769645.98731754,coffee
Germany,2016,Import,241776267.754932,coffee
Germany,2016,Export,74010629.842582,coffee
Germany,2016,Import,32280063.5153004,coffee
Germany,2016,Export,75465437.1837788,coffee
Germany,2016,Import,68547788.9767201,coffee
Germany,2016,Export,36595042.488182,coffee
Germany,2016,Import,124843153.277436,coffee
Germany,2016,Export,46539545.9480074,coffee
Germany,2016,Import,6937919.18941184,coffee
Germany,2016,Export,1923359.15883474,coffee
Germany,2016,Import,6567726.53653564,coffee
Germany,2016,Export,5431315.20195066,coffee
Germany,2016,Import,6546097.98667008,coffee
Germany,2016,Export,4124384.14755048,coffee
Germany,2016,Import,16768657.7532094,coffee
Germany,2016,Export,6775438.09164684,coffee
Germany,2016,Import,5199701.67059544,coffee
Germany,2016,Export,1523116.3453572,coffee
Germany,2016,Import,5543438.16000484,coffee
Germany,2016,Export,2204972.1936165,coffee
Germany,2016,Import,29274870.1758154,coffee
Germany,2016,Export,14374954.2738648,coffee
Germany,2016,Import,5270599.98402644,coffee
Germany,2016,Export,2392521.98519532,coffee
Germany,2016,Import,6047501.6555978,coffee
Germany,2016,Export,2646217.89860802,coffee
Germany,2016,Import,48286451.813822,coffee
Germany,2016,Export,11137567.7256274,coffee
Germany,2016,Import,4511333.54178732,coffee
Germany,2016,Export,2088402.35556018,coffee
Germany,2016,Import,8925468.62169352,coffee
Germany,2016,Export,3597972.4604307,coffee
Germany,2016,Import,29964590.434768,coffee
Germany,2016,Export,42432908.7259123,coffee
Germany,2016,Import,46412741.3387112,coffee
Germany,2016,Export,51752424.4246858,coffee
USA,2018,Import,4414457295,coffee
USA,2018,Export,152847507,coffee
