"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"China","2017","Cereal groats or meal except wheat, maize, rice, oats","Export","4673","2266","Weight in kilograms","2266"
"China","2017","Oats, rolled or flaked grains","Import","2167280","2073841","Weight in kilograms","2073841"
"China","2017","Oats, rolled or flaked grains","Export","13187","4667","Weight in kilograms","4667"
"China","2017","Cereals, rolled or flaked grains nes","Import","14606","4719.17094664372","Weight in kilograms","4719.17094664372"
"China","2017","Oats, hulled, pearled, sliced or kibbled","Import","682555","384968","Weight in kilograms","384968"
"China","2017","Oats, hulled, pearled, sliced or kibbled","Export","49643","42609","Weight in kilograms","42609"
"China","2017","Maize (corn), hulled, pearled, sliced or kibbled","Import","149","68","Weight in kilograms","68"
"China","2017","Cereals, hulled, pearled, sliced or kibbled nes","Import","5851949","6451339","Weight in kilograms","6451339"
"China","2017","Cereals, hulled, pearled, sliced or kibbled nes","Export","39438638","58978400","Weight in kilograms","58978400"
"China","2017","Germ of cereals, whole, rolled, flaked or ground","Import","24559","60289.2418772563","Weight in kilograms","60289.2418772563"
"China","2017","Germ of cereals, whole, rolled, flaked or ground","Export","226262","270372","Weight in kilograms","270372"
"China","2017","Potato flour or meal","Import","8494674","7286659","Weight in kilograms","7286659"
"China","2017","Potato flour or meal","Export","585002","449896","Weight in kilograms","449896"
"China","2017","Potato flakes, granules and pellets","Import","4858722","3903446","Weight in kilograms","3903446"
"China","2017","Potato flakes, granules and pellets","Export","553505","423020","Weight in kilograms","423020"
"China","2017","Flour or meal of dried legumes","Import","15051677","49923729","Weight in kilograms","49923729"
"China","2017","Flour or meal of dried legumes","Export","1953082","1540439","Weight in kilograms","1540439"
"China","2017","Flour or meal of sago, starchy roots or tubers","Import","1494763","3327028","Weight in kilograms","3327028"
"China","2017","Flour or meal of sago, starchy roots or tubers","Export","8608827","2383284","Weight in kilograms","2383284"
"China","2017","Flour, meal, powder of fruit/nut, citrus or melon pee","Import","7059746","808847.353725962","Weight in kilograms","808847.353725962"
"China","2017","Flour, meal, powder of fruit/nut, citrus or melon pee","Export","19957594","1141192","Weight in kilograms","1141192"
"China","2017","Malt, not roasted","Import","167914","196742","Weight in kilograms","196742"
"China","2017","Malt, not roasted","Export","151453995","379458548","Weight in kilograms","379458548"
"China","2017","Malt, roasted","Import","3115598","4407093","Weight in kilograms","4407093"
"China","2017","Malt, roasted","Export","5296383","10127573","Weight in kilograms","10127573"
"China","2017","Wheat, starch","Import","721719","","Weight in kilograms","1281964.07395295"
"China","2017","Wheat, starch","Export","1362782","2411839","Weight in kilograms","2411839"
"China","2017","Wheat, starch","Re-Import","49072","85340","Weight in kilograms","85340"
"China","2017","Maize (corn) starch","Import","2499451","2303207","Weight in kilograms","2303207"
"China","2017","Maize (corn) starch","Export","78421915","254827795","Weight in kilograms","254827795"
"China","2017","Maize (corn) starch","Re-Import","4500","8760","Weight in kilograms","8760"
"China","2017","Potato starch","Import","47850666","","Weight in kilograms","62316336.1164593"
"China","2017","Potato starch","Export","1878493","1649217","Weight in kilograms","1649217"
"China","2017","Potato starch","Re-Import","359","256","Weight in kilograms","256"
"China","2017","Manioc (cassava) starch","Import","768116000","2331031056","Weight in kilograms","2331031056"
"China","2017","Manioc (cassava) starch","Export","435786","541201","Weight in kilograms","541201"
"China","2017","Starches except wheat, maize, potato, manioc","Import","8677589","14562780","Weight in kilograms","14562780"
"China","2017","Starches except wheat, maize, potato, manioc","Export","46283037","40378063","Weight in kilograms","40378063"
"China","2017","Starches except wheat, maize, potato, manioc","Re-Import","15814","5000","Weight in kilograms","5000"
"China","2017","Inulin","Import","7381699","3046788","Weight in kilograms","3046788"
"China","2017","Inulin","Export","1595070","458916","Weight in kilograms","458916"
"China","2017","Wheat gluten","Import","2083216","1116790","Weight in kilograms","1116790"
"China","2017","Wheat gluten","Export","133794101","89124575","Weight in kilograms","89124575"
"China","2016","Wheat or meslin flour","Import","14772747","37302699","Weight in kilograms","37302699"
"China","2016","Wheat or meslin flour","Export","58592355","102214846","Weight in kilograms","102214846"
"China","2016","Maize (corn) flour","Import","824222","1248237","Weight in kilograms","1248237"
"China","2016","Maize (corn) flour","Export","75846","117497","Weight in kilograms","117497"
"China","2016","Cereal flour except wheat, meslin, rye, maize, rice","Import","28405969","28636745","Weight in kilograms","28636745"
"China","2016","Cereal flour except wheat, meslin, rye, maize, rice","Export","1292154","1272044","Weight in kilograms","1272044"
"China","2016","Wheat meal","Import","52510","59603","Weight in kilograms","59603"
"China","2016","Maize (corn) groats or meal","Import","255","283","Weight in kilograms","283"
"China","2016","Maize (corn) groats or meal","Export","44635","43313","Weight in kilograms","43313"
"China","2016","Cereal groats or meal except wheat, maize, rice, oats","Import","91441","59626","Weight in kilograms","59626"
"China","2016","Cereal groats or meal except wheat, maize, rice, oats","Export","3397","1983","Weight in kilograms","1983"
"China","2016","Oats, rolled or flaked grains","Import","1521810","900420","Weight in kilograms","900420"
"China","2016","Oats, rolled or flaked grains","Export","82565","18570","Weight in kilograms","18570"
"China","2016","Cereals, rolled or flaked grains nes","Import","56085","55613","Weight in kilograms","55613"
"China","2016","Oats, hulled, pearled, sliced or kibbled","Import","401259","178479","Weight in kilograms","178479"
"China","2016","Oats, hulled, pearled, sliced or kibbled","Export","69913","64877","Weight in kilograms","64877"
"China","2016","Maize (corn), hulled, pearled, sliced or kibbled","Export","15390","16200","Weight in kilograms","16200"
"China","2016","Cereals, hulled, pearled, sliced or kibbled nes","Import","6480561","6693320","Weight in kilograms","6693320"
"China","2016","Cereals, hulled, pearled, sliced or kibbled nes","Export","42899352","54589626","Weight in kilograms","54589626"
"China","2016","Germ of cereals, whole, rolled, flaked or ground","Import","11986","10084","Weight in kilograms","10084"
"China","2016","Germ of cereals, whole, rolled, flaked or ground","Export","179909","151580","Weight in kilograms","151580"
"China","2016","Potato flour or meal","Import","10089041","8095801","Weight in kilograms","8095801"
"China","2016","Potato flour or meal","Export","509445","350272","Weight in kilograms","350272"
"China","2016","Potato flakes, granules and pellets","Import","7447805","6123290","Weight in kilograms","6123290"
"China","2016","Potato flakes, granules and pellets","Export","676357","345446","Weight in kilograms","345446"
"China","2016","Flour or meal of dried legumes","Import","11934433","33368725","Weight in kilograms","33368725"
"China","2016","Flour or meal of dried legumes","Export","1760243","1379590","Weight in kilograms","1379590"
"China","2016","Flour or meal of sago, starchy roots or tubers","Import","10100453","23294780","Weight in kilograms","23294780"
"China","2016","Flour or meal of sago, starchy roots or tubers","Export","8260358","2375130","Weight in kilograms","2375130"
"China","2016","Flour, meal, powder of fruit/nut, citrus or melon pee","Import","5850078","1019344","Weight in kilograms","1019344"
"China","2016","Flour, meal, powder of fruit/nut, citrus or melon pee","Export","15870076","639054","Weight in kilograms","639054"
"China","2016","Malt, not roasted","Import","268943","347163","Weight in kilograms","347163"
"China","2016","Malt, not roasted","Export","152655851","352375652","Weight in kilograms","352375652"
"China","2016","Malt, roasted","Import","2763552","3852841","Weight in kilograms","3852841"
"China","2016","Malt, roasted","Export","6719368","12543841","Weight in kilograms","12543841"
"China","2016","Wheat, starch","Import","531756","876261","Weight in kilograms","876261"
"China","2016","Wheat, starch","Export","1549365","2675871","Weight in kilograms","2675871"
"China","2016","Maize (corn) starch","Import","3119941","3276931","Weight in kilograms","3276931"
"China","2016","Maize (corn) starch","Export","45097553","132778263","Weight in kilograms","132778263"
"China","2016","Potato starch","Import","31353851","42080665","Weight in kilograms","42080665"
"China","2016","Potato starch","Export","655622","590853","Weight in kilograms","590853"
"China","2016","Manioc (cassava) starch","Import","729075494","2073084260","Weight in kilograms","2073084260"
"China","2016","Manioc (cassava) starch","Export","650300","795941","Weight in kilograms","795941"
"China","2016","Starches except wheat, maize, potato, manioc","Import","16363214","27690957","Weight in kilograms","27690957"
"China","2016","Starches except wheat, maize, potato, manioc","Export","49766502","42146088","Weight in kilograms","42146088"
"China","2016","Inulin","Import","9364093","3916840","Weight in kilograms","3916840"
"China","2016","Inulin","Export","996679","260690","Weight in kilograms","260690"
"China","2016","Wheat gluten","Import","1396413","761688","Weight in kilograms","761688"
"China","2016","Wheat gluten","Export","177007894","126999293","Weight in kilograms","126999293"
"Germany","2018","Wheat or meslin flour","Import","45483774.2901688","116266772.200868","Weight in kilograms","116266772.200868"
"Germany","2018","Wheat or meslin flour","Export","344944761.37486","899653613.876795","Weight in kilograms","899653613.876795"
"Germany","2018","Maize (corn) flour","Import","11943527.0301651","36729541.7887936","Weight in kilograms","36729541.7887936"
"Germany","2018","Maize (corn) flour","Export","11443271.9058366","23389586","Weight in kilograms","23389586"
"Germany","2018","Cereal flour except wheat, meslin, rye, maize, rice","Import","26258028.1330856","32753281.3937988","Weight in kilograms","32753281.3937988"
"Germany","2018","Cereal flour except wheat, meslin, rye, maize, rice","Export","41422944.2205414","61157861.9778524","Weight in kilograms","61157861.9778524"
"Germany","2018","Wheat meal","Import","30755410.9704561","61628306","Weight in kilograms","61628306"
"Germany","2018","Wheat meal","Export","12783630.1407253","22110791","Weight in kilograms","22110791"
"Germany","2018","Maize (corn) groats or meal","Import","8910105.99954728","18246375","Weight in kilograms","18246375"
"Germany","2018","Maize (corn) groats or meal","Export","13922064.609337","34277282","Weight in kilograms","34277282"
"Germany","2018","Cereal groats or meal except wheat, maize, rice, oats","Import","2282064.6415576","1636856.69439847","Weight in kilograms","1636856.69439847"
"Germany","2018","Cereal groats or meal except wheat, maize, rice, oats","Export","3541492.46737128","2167373","Weight in kilograms","2167373"
"Germany","2018","Wheat pellets","Import","3390392.26695107","8898998","Weight in kilograms","8898998"
"Germany","2018","Wheat pellets","Export","2869236.78367552","20283904","Weight in kilograms","20283904"
"Germany","2018","Oats, rolled or flaked grains","Import","17464550.651424","23287292.5749415","Weight in kilograms","23287292.5749415"
"Germany","2018","Oats, rolled or flaked grains","Export","102565929.250158","133909589.87529","Weight in kilograms","133909589.87529"
"Germany","2018","Cereals, rolled or flaked grains nes","Import","27217075.6966866","94802329.6644576","Weight in kilograms","94802329.6644576"
"Germany","2018","Cereals, rolled or flaked grains nes","Export","22706296.6795061","49230244.2469857","Weight in kilograms","49230244.2469857"
"Germany","2018","Oats, hulled, pearled, sliced or kibbled","Import","2072830.89299195","3676524","Weight in kilograms","3676524"
"Germany","2018","Oats, hulled, pearled, sliced or kibbled","Export","6732449.91759656","9255897","Weight in kilograms","9255897"
"Germany","2018","Maize (corn), hulled, pearled, sliced or kibbled","Import","17520693.9677501","37682236.9594422","Weight in kilograms","37682236.9594422"
"Germany","2018","Maize (corn), hulled, pearled, sliced or kibbled","Export","966572.76500016","1760003","Weight in kilograms","1760003"
"Germany","2018","Cereals, hulled, pearled, sliced or kibbled nes","Import","17219355.7935478","20439635.8040715","Weight in kilograms","20439635.8040715"
"Germany","2018","Cereals, hulled, pearled, sliced or kibbled nes","Export","21538834.000559","36521946.1525454","Weight in kilograms","36521946.1525454"
"Germany","2018","Germ of cereals, whole, rolled, flaked or ground","Import","4318401.72930846","4050158.32332681","Weight in kilograms","4050158.32332681"
"Germany","2018","Germ of cereals, whole, rolled, flaked or ground","Export","7340070.33516624","14819795","Weight in kilograms","14819795"
"Germany","2018","Potato flour or meal","Import","10534018.3227174","9274421.83132744","Weight in kilograms","9274421.83132744"
"Germany","2018","Potato flour or meal","Export","2598954.70133896","2124984","Weight in kilograms","2124984"
"Germany","2018","Potato flakes, granules and pellets","Import","23086017.5747478","22891897","Weight in kilograms","22891897"
"Germany","2018","Potato flakes, granules and pellets","Export","220119809.501792","151375239.875256","Weight in kilograms","151375239.875256"
"Germany","2018","Flour or meal of dried legumes","Import","4796319.74588177","3087969.06401503","Weight in kilograms","3087969.06401503"
"Germany","2018","Flour or meal of dried legumes","Export","2119671.39506064","1128116.17483691","Weight in kilograms","1128116.17483691"
"Germany","2018","Flour or meal of sago, starchy roots or tubers","Import","1892780.84963706","658871.233457827","Weight in kilograms","658871.233457827"
"Germany","2018","Flour or meal of sago, starchy roots or tubers","Export","977452.43614832","175863.527184372","Weight in kilograms","175863.527184372"
"Germany","2018","Flour, meal, powder of fruit/nut, citrus or melon pee","Import","31404637.3838623","5512532.08583344","Weight in kilograms","5512532.08583344"
"Germany","2018","Flour, meal, powder of fruit/nut, citrus or melon pee","Export","23781599.9894387","2274023.74278022","Weight in kilograms","2274023.74278022"
"Germany","2018","Malt, not roasted","Import","112360976.21578","266451900.412417","Weight in kilograms","266451900.412417"
"Germany","2018","Malt, not roasted","Export","318864094.752513","616548512.56922","Weight in kilograms","616548512.56922"
"Germany","2018","Malt, roasted","Import","6194454.03689841","10299752.7376445","Weight in kilograms","10299752.7376445"
"Germany","2018","Malt, roasted","Export","27984538.1805433","30304651","Weight in kilograms","30304651"
"Germany","2018","Wheat, starch","Import","73706343.6747888","166175570.988889","Weight in kilograms","166175570.988889"
"Germany","2018","Wheat, starch","Export","52445523.2993455","105645864.379149","Weight in kilograms","105645864.379149"
"Germany","2018","Maize (corn) starch","Import","85083228.6967861","170104312.513551","Weight in kilograms","170104312.513551"
"Germany","2018","Maize (corn) starch","Export","82034128.8593863","100297226.506452","Weight in kilograms","100297226.506452"
"Germany","2018","Potato starch","Import","49645946.1065654","70533682.0685482","Weight in kilograms","70533682.0685482"
"Germany","2018","Potato starch","Export","205832789.112237","263155601.49298","Weight in kilograms","263155601.49298"
"Germany","2018","Manioc (cassava) starch","Import","10324372.3549062","11093051","Weight in kilograms","11093051"
"Germany","2018","Manioc (cassava) starch","Export","10624743.2498558","4901599","Weight in kilograms","4901599"
"Germany","2018","Starches except wheat, maize, potato, manioc","Import","13256618.9553417","9948070.02033154","Weight in kilograms","9948070.02033154"
"Germany","2018","Starches except wheat, maize, potato, manioc","Export","27056300.6599395","27475204.7961364","Weight in kilograms","27475204.7961364"
"Germany","2018","Inulin","Import","9935373.21868241","3637368.26260454","Weight in kilograms","3637368.26260454"
"Germany","2018","Inulin","Export","760487.59540176","115701.882690558","Weight in kilograms","115701.882690558"
"Germany","2018","Wheat gluten","Import","50197262.7717224","29897422.4069755","Weight in kilograms","29897422.4069755"
"Germany","2018","Wheat gluten","Export","234362312.800789","134335961.048669","Weight in kilograms","134335961.048669"
"Germany","2017","Wheat or meslin flour","Import","40739439.5452983","106183720","Weight in kilograms","106183720"
"Germany","2017","Wheat or meslin flour","Export","321717469.485782","913275605","Weight in kilograms","913275605"
"Germany","2017","Maize (corn) flour","Import","12666461.743681","39532547","Weight in kilograms","39532547"
"Germany","2017","Maize (corn) flour","Export","5887526.24366412","16001468","Weight in kilograms","16001468"
"Germany","2017","Cereal flour except wheat, meslin, rye, maize, rice","Import","23272403.6803392","31862888","Weight in kilograms","31862888"
"Germany","2017","Cereal flour except wheat, meslin, rye, maize, rice","Export","35788704.0537873","59116052","Weight in kilograms","59116052"
"Germany","2017","Wheat meal","Import","27616751.9538498","57610342","Weight in kilograms","57610342"
"Germany","2017","Wheat meal","Export","12553580.441844","23445216","Weight in kilograms","23445216"
"Germany","2017","Maize (corn) groats or meal","Import","9174491.00177799","21026762","Weight in kilograms","21026762"
"Germany","2017","Maize (corn) groats or meal","Export","18390834.1122346","46439991","Weight in kilograms","46439991"
"Germany","2017","Cereal groats or meal except wheat, maize, rice, oats","Import","7770337.89507003","5448421","Weight in kilograms","5448421"
"Germany","2017","Cereal groats or meal except wheat, maize, rice, oats","Export","4605483.79027384","2623166.55313991","Weight in kilograms","2623166.55313991"
"Germany","2017","Wheat pellets","Import","941215.26971619","2683231","Weight in kilograms","2683231"
"Germany","2017","Wheat pellets","Export","1324768.78833114","8268117","Weight in kilograms","8268117"
"Germany","2017","Oats, rolled or flaked grains","Import","10776610.0194554","12304430","Weight in kilograms","12304430"
"Germany","2017","Oats, rolled or flaked grains","Export","88280047.1793163","122599432","Weight in kilograms","122599432"
"Germany","2017","Cereals, rolled or flaked grains nes","Import","12179912.9934781","38896554","Weight in kilograms","38896554"
"Germany","2017","Cereals, rolled or flaked grains nes","Export","23259884.1078553","54391709","Weight in kilograms","54391709"
"Germany","2017","Oats, hulled, pearled, sliced or kibbled","Import","2340609.21188262","3339720","Weight in kilograms","3339720"
"Germany","2017","Oats, hulled, pearled, sliced or kibbled","Export","6013962.07531951","10718352","Weight in kilograms","10718352"
"Germany","2017","Maize (corn), hulled, pearled, sliced or kibbled","Import","16691401.4118919","36179478","Weight in kilograms","36179478"
"Germany","2017","Maize (corn), hulled, pearled, sliced or kibbled","Export","815255.15956516","1455587","Weight in kilograms","1455587"
"Germany","2017","Cereals, hulled, pearled, sliced or kibbled nes","Import","17881333.4843907","21269046","Weight in kilograms","21269046"
"Germany","2017","Cereals, hulled, pearled, sliced or kibbled nes","Export","27530657.240662","57443314","Weight in kilograms","57443314"
"Germany","2017","Germ of cereals, whole, rolled, flaked or ground","Import","3089392.32556185","3014674","Weight in kilograms","3014674"
"Germany","2017","Germ of cereals, whole, rolled, flaked or ground","Export","7311592.80123397","14266403","Weight in kilograms","14266403"
"Germany","2017","Potato flour or meal","Import","6659406.14996559","5378157","Weight in kilograms","5378157"
"Germany","2017","Potato flour or meal","Export","3304807.30025407","2125806","Weight in kilograms","2125806"
"Germany","2017","Potato flakes, granules and pellets","Import","20851936.1158985","20458864","Weight in kilograms","20458864"
"Germany","2017","Potato flakes, granules and pellets","Export","192199384.276683","154536841","Weight in kilograms","154536841"
"Germany","2017","Flour or meal of dried legumes","Import","4808340.32013195","3109391","Weight in kilograms","3109391"
"Germany","2017","Flour or meal of dried legumes","Export","1974935.1950036","1171238","Weight in kilograms","1171238"
"Germany","2017","Flour or meal of sago, starchy roots or tubers","Import","898831.53262056","287474","Weight in kilograms","287474"
"Germany","2017","Flour or meal of sago, starchy roots or tubers","Export","619940.88822598","95960","Weight in kilograms","95960"
"Germany","2017","Flour, meal, powder of fruit/nut, citrus or melon pee","Import","30374999.5585676","5898868","Weight in kilograms","5898868"
"Germany","2017","Flour, meal, powder of fruit/nut, citrus or melon pee","Export","21463098.5061974","2045397","Weight in kilograms","2045397"
"Germany","2017","Malt, not roasted","Import","72380243.8272751","182838680","Weight in kilograms","182838680"
"Germany","2017","Malt, not roasted","Export","280147096.11142","578757758","Weight in kilograms","578757758"
"Germany","2017","Malt, roasted","Import","5648793.4442079","10126655","Weight in kilograms","10126655"
"Germany","2017","Malt, roasted","Export","25036802.9440893","29345137","Weight in kilograms","29345137"
"Germany","2017","Wheat, starch","Import","56110433.8124549","147331651","Weight in kilograms","147331651"
"Germany","2017","Wheat, starch","Export","50456241.9762512","121296248","Weight in kilograms","121296248"
"Germany","2017","Maize (corn) starch","Import","77174507.348236","165501228","Weight in kilograms","165501228"
"Germany","2017","Maize (corn) starch","Export","71617120.2290558","93713484","Weight in kilograms","93713484"
"Germany","2017","Potato starch","Import","34124660.851319","49884197.3781265","Weight in kilograms","49884197.3781265"
"Germany","2017","Potato starch","Export","203130329.66589","281392225","Weight in kilograms","281392225"
"Germany","2017","Manioc (cassava) starch","Import","9301734.66781314","12587595","Weight in kilograms","12587595"
"Germany","2017","Manioc (cassava) starch","Export","8241115.38454729","4622985","Weight in kilograms","4622985"
"Germany","2017","Starches except wheat, maize, potato, manioc","Import","14147631.9106834","11482848","Weight in kilograms","11482848"
"Germany","2017","Starches except wheat, maize, potato, manioc","Export","30804170.8077556","36356437","Weight in kilograms","36356437"
"Germany","2017","Inulin","Import","8876807.00732553","3349198","Weight in kilograms","3349198"
"Germany","2017","Inulin","Export","458213.40589419","101874.549081754","Weight in kilograms","101874.549081754"
"Germany","2017","Wheat gluten","Import","33772944.9489871","21231589","Weight in kilograms","21231589"
"Germany","2017","Wheat gluten","Export","223168874.833129","139662977","Weight in kilograms","139662977"
"Germany","2016","Wheat or meslin flour","Import","42283232.9737033","118814951.444844","Weight in kilograms","118814951.444844"
"Germany","2016","Wheat or meslin flour","Export","300384205.670794","871942570","Weight in kilograms","871942570"
"Germany","2016","Maize (corn) flour","Import","12563008.5276143","38079510.605776","Weight in kilograms","38079510.605776"
"Germany","2016","Maize (corn) flour","Export","6918769.44761838","19622450","Weight in kilograms","19622450"
"Germany","2016","Cereal flour except wheat, meslin, rye, maize, rice","Import","25490727.0527314","38363175.7468457","Weight in kilograms","38363175.7468457"
"Germany","2016","Cereal flour except wheat, meslin, rye, maize, rice","Export","34508753.2044545","55927790.9937938","Weight in kilograms","55927790.9937938"
"Germany","2016","Wheat meal","Import","30757864.831175","57771444","Weight in kilograms","57771444"
"Germany","2016","Wheat meal","Export","13421164.1231996","30650700","Weight in kilograms","30650700"
"Germany","2016","Maize (corn) groats or meal","Import","10996438.5088514","27199682.9476038","Weight in kilograms","27199682.9476038"
"Germany","2016","Maize (corn) groats or meal","Export","18189887.9620544","46052778","Weight in kilograms","46052778"
"Germany","2016","Cereal groats or meal except wheat, maize, rice, oats","Import","4520553.91862416","5314009","Weight in kilograms","5314009"
"Germany","2016","Cereal groats or meal except wheat, maize, rice, oats","Export","3420248.6189091","2113136","Weight in kilograms","2113136"
"Germany","2016","Wheat pellets","Import","544017.72422628","1542528","Weight in kilograms","1542528"
"Germany","2016","Wheat pellets","Export","1256163.09232128","9695127","Weight in kilograms","9695127"
"Germany","2016","Oats, rolled or flaked grains","Import","7364471.99044132","9910371","Weight in kilograms","9910371"
"Germany","2016","Oats, rolled or flaked grains","Export","83356905.9523708","119121290.090745","Weight in kilograms","119121290.090745"
"Germany","2016","Cereals, rolled or flaked grains nes","Import","13482150.5283292","55153008.434466","Weight in kilograms","55153008.434466"
"Germany","2016","Cereals, rolled or flaked grains nes","Export","20471114.4870263","47243838.2181438","Weight in kilograms","47243838.2181438"
