"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"China","2018","Iron or non-alloy steel in ingots, <99.94% iron","Import","5870957","13224920.8084128","Weight in kilograms","13224920.8084128"
"China","2018","Iron or non-alloy steel in ingots, <99.94% iron","Export","94570","88517","Weight in kilograms","88517"
"China","2018","Iron or non-alloy steel, primary nes, <99.94% iron","Import","214185","51840.2862461694","Weight in kilograms","51840.2862461694"
"China","2018","Iron or non-alloy steel, primary nes, <99.94% iron","Export","30448","80205.6341839918","Weight in kilograms","80205.6341839918"
"China","2018","Iron or non-alloy steel, primary nes, <99.94% iron","Re-Import","892","2471","Weight in kilograms","2471"
"China","2018","Rectangular iron or non-alloy steel bars, <.25%C, width< twice thicknes","Import","63106984","","Weight in kilograms","167594676.564614"
"China","2018","Rectangular iron or non-alloy steel bars, <.25%C, width< twice thicknes","Export","51737","67244","Weight in kilograms","67244"
"China","2018","Semi-finished bars, iron or non-alloy steel <0.25%C, rectangular, nes","Import","63619904","149523661","Weight in kilograms","149523661"
"China","2018","Semi-finished bars, iron or non-alloy steel <0.25%C, rectangular, nes","Export","7534","693","Weight in kilograms","693"
"China","2018","Semi-finished product, iron or non-alloy steel <0.25%C, nes","Import","34788034","71610095","Weight in kilograms","71610095"
"China","2018","Semi-finished product, iron or non-alloy steel <0.25%C, nes","Export","10145","15563","Weight in kilograms","15563"
"China","2018","Semi-finished product, iron or non-alloy steel <0.25%C, nes","Re-Import","1800","4944","Weight in kilograms","4944"
"China","2018","Semi-finished product, iron or non-alloy steel >0.25%C","Import","51306303","93221366","Weight in kilograms","93221366"
"China","2018","Semi-finished product, iron or non-alloy steel >0.25%C","Export","1914801","3022975","Weight in kilograms","3022975"
"China","2018","Semi-finished product, iron or non-alloy steel >0.25%C","Re-Import","111","95","Weight in kilograms","95"
"China","2018","Hot rolled iron or non-alloy steel, coil,width >600mm, t >10mm, nes","Import","46757","67622","Weight in kilograms","67622"
"China","2018","Hot rolled iron or non-alloy steel, coil,width >600mm, t >10mm, nes","Export","15152280","20385381","Weight in kilograms","20385381"
"China","2018","Hot rolled iron or non-alloy steel, coil,width >600mm, t >10mm, nes","Re-Import","6898","8540","Weight in kilograms","8540"
"China","2018","Hot rolled iron or non-alloy steel, coil,width >600mm, t 4.75-10mm, nes","Import","67093346","93506484","Weight in kilograms","93506484"
"China","2018","Hot rolled iron or non-alloy steel, coil,width >600mm, t 4.75-10mm, nes","Export","33994087","56111295.789847","Weight in kilograms","56111295.789847"
"China","2018","Hot rolled iron or non-alloy steel, coil,width >600mm, t 4.75-10mm, nes","Re-Import","1596617","2991496","Weight in kilograms","2991496"
"China","2018","Hot rolled iron or non-alloy steel, coil,width >600mm, t 3-4.75mm, nes","Import","776509515","1219457326","Weight in kilograms","1219457326"
"China","2018","Hot rolled iron or non-alloy steel, coil,width >600mm, t 3-4.75mm, nes","Export","178746413","309346146","Weight in kilograms","309346146"
"China","2018","Hot rolled iron or non-alloy steel, coil,width >600mm, t 3-4.75mm, nes","Re-Import","4679621","8774173","Weight in kilograms","8774173"
"China","2018","Hot rolled iron or non-alloy steel, coil,width >600mm, t <3mm thick, ne","Import","593316931","867654854","Weight in kilograms","867654854"
"China","2018","Hot rolled iron or non-alloy steel, coil,width >600mm, t <3mm thick, ne","Export","88002513","144130608.008181","Weight in kilograms","144130608.008181"
"China","2018","Hot rolled iron or non-alloy steel, coil,width >600mm, t <3mm thick, ne","Re-Import","615886","1078050","Weight in kilograms","1078050"
"China","2018","Hot rolled iron or non-alloy steel, flat,width >600mm, t >10mm, nes","Import","905518533","1411261472.95747","Weight in kilograms","1411261472.95747"
"China","2018","Hot rolled iron or non-alloy steel, flat,width >600mm, t >10mm, nes","Export","97065434","116613995.497133","Weight in kilograms","116613995.497133"
"China","2018","Hot rolled iron or non-alloy steel, flat,width >600mm, t >10mm, nes","Re-Import","16719426","24105997","Weight in kilograms","24105997"
"China","2018","Hot rolled iron or non-alloy steel, flat,width >600mm, t 4.75-10mm, nes","Import","34732840","55364058","Weight in kilograms","55364058"
"China","2018","Hot rolled iron or non-alloy steel, flat,width >600mm, t 4.75-10mm, nes","Export","54745085","73518345.8296637","Weight in kilograms","73518345.8296637"
"China","2018","Hot rolled iron or non-alloy steel, flat,width >600mm, t 4.75-10mm, nes","Re-Import","1424202","2086822","Weight in kilograms","2086822"
"China","2018","Hot rolled iron or non-alloy steel, flat,width >600mm, t 3.0-4.75mm, ne","Import","1899691","3231356","Weight in kilograms","3231356"
"China","2018","Hot rolled iron or non-alloy steel, flat,width >600mm, t 3.0-4.75mm, ne","Export","6225461","8830421.12606864","Weight in kilograms","8830421.12606864"
"China","2018","Hot rolled iron or non-alloy steel, flat,width >600mm, t 3.0-4.75mm, ne","Re-Import","99959","137380","Weight in kilograms","137380"
"China","2018","Hot rolled iron or non-alloy steel, flat,width >600mm, t <3mm, nes","Import","3674545","7732343","Weight in kilograms","7732343"
"China","2018","Hot rolled iron or non-alloy steel, flat,width >600mm, t <3mm, nes","Export","6064668","9226290","Weight in kilograms","9226290"
"China","2018","Hot rolled iron or non-alloy steel, flat,width >600mm, t <3mm, nes","Re-Import","13963","16581","Weight in kilograms","16581"
"China","2018","Hot rolled iron or non-alloy steel, width >600mm, nes","Import","1705294","704921","Weight in kilograms","704921"
"China","2018","Hot rolled iron or non-alloy steel, width >600mm, nes","Export","15771103","20048481","Weight in kilograms","20048481"
"China","2018","Hot rolled iron or non-alloy steel, width >600mm, nes","Re-Import","132621","165798","Weight in kilograms","165798"
"China","2018","Cold rolled iron or non-alloy steel, coil, width >600mm, t >3mm, nes","Import","5491213","6817907","Weight in kilograms","6817907"
"China","2018","Cold rolled iron or non-alloy steel, coil, width >600mm, t >3mm, nes","Export","5059533","6091086.81553283","Weight in kilograms","6091086.81553283"
"China","2018","Cold rolled iron or non-alloy steel, coil, width >600mm, t >3mm, nes","Re-Import","6850","3425","Weight in kilograms","3425"
"China","2018","Cold rolled iron or non-alloy steel, coil, width >600mm, t 1-3mm, nes","Import","290950206","383594329","Weight in kilograms","383594329"
"China","2018","Cold rolled iron or non-alloy steel, coil, width >600mm, t 1-3mm, nes","Export","609271989","1008244940","Weight in kilograms","1008244940"
"China","2018","Cold rolled iron or non-alloy steel, coil, width >600mm, t 0.5-1mm, nes","Import","550136398","789026345","Weight in kilograms","789026345"
"China","2018","Cold rolled iron or non-alloy steel, coil, width >600mm, t 0.5-1mm, nes","Export","811096343","1294902976","Weight in kilograms","1294902976"
"China","2018","Cold rolled iron or non-alloy steel, coil, width >600mm, t <0.5mm, nes","Import","477276517","632884454","Weight in kilograms","632884454"
"China","2018","Cold rolled iron or non-alloy steel, coil, width >600mm, t <0.5mm, nes","Export","408817253","637997122.070467","Weight in kilograms","637997122.070467"
"China","2018","Cold rolled iron or non-alloy steel, flat, w >600mm, t <0.5mm, 355 mpa","Import","47171","118910","Weight in kilograms","118910"
"China","2018","Cold rolled iron or non-alloy steel, flat, w >600mm, t <0.5mm, 355 mpa","Export","6319030","8622575","Weight in kilograms","8622575"
"China","2018","Cold rolled iron or non-alloy steel, flat, width >600mm, t >3mm, nes","Import","830400","635977","Weight in kilograms","635977"
"China","2018","Cold rolled iron or non-alloy steel, flat, width >600mm, t >3mm, nes","Export","9122994","9183035","Weight in kilograms","9183035"
"China","2018","Cold rolled iron or non-alloy steel, flat, width >600mm, t >3mm, nes","Re-Import","7173","11718","Weight in kilograms","11718"
"China","2018","Cold rolled iron or non-alloy steel, flat, width >600mm, t 1-3mm, nes","Import","5367192","9991741","Weight in kilograms","9991741"
"China","2018","Cold rolled iron or non-alloy steel, flat, width >600mm, t 1-3mm, nes","Export","36563444","49206100","Weight in kilograms","49206100"
"China","2018","Cold rolled iron or non-alloy steel, flat, width >600mm, t 1-3mm, nes","Re-Import","33942","60700","Weight in kilograms","60700"
"China","2018","Cold rolled iron or non-alloy steel, flat, width >600mm, t 0.5-1mm, nes","Import","4548067","7897462","Weight in kilograms","7897462"
"China","2018","Cold rolled iron or non-alloy steel, flat, width >600mm, t 0.5-1mm, nes","Export","57981357","86213718","Weight in kilograms","86213718"
"China","2018","Cold rolled iron or non-alloy steel, flat, width >600mm, t 0.5-1mm, nes","Re-Import","74","102","Weight in kilograms","102"
"China","2018","Cold rolled iron or non-alloy steel, flat, width >600mm, nes","Import","825964","389042","Weight in kilograms","389042"
"China","2018","Cold rolled iron or non-alloy steel, flat, width >600mm, nes","Export","11187249","9350396","Weight in kilograms","9350396"
"China","2018","Cold rolled iron or non-alloy steel, flat, width >600mm, nes","Re-Import","23368","7233","Weight in kilograms","7233"
"China","2018","Flat rolled iron or non-alloy steel, coated with tin, w >600mm, t >0.5m","Import","1351308","880290","Weight in kilograms","880290"
"China","2018","Flat rolled iron or non-alloy steel, coated with tin, w >600mm, t >0.5m","Export","7482123","4686665","Weight in kilograms","4686665"
"China","2018","Flat rolled iron or non-alloy steel, coated with tin, w >600mm, t >0.5m","Re-Import","962","135","Weight in kilograms","135"
"China","2018","Flat rolled iron or non-alloy steel, coated with tin, w >600mm, t <0.5m","Import","14679937","18867952","Weight in kilograms","18867952"
"China","2018","Flat rolled iron or non-alloy steel, coated with tin, w >600mm, t <0.5m","Export","1014663080","1105512258","Weight in kilograms","1105512258"
"China","2018","Flat rolled iron or non-alloy steel, coated with tin, w >600mm, t <0.5m","Re-Import","2256791","2815233","Weight in kilograms","2815233"
"China","2018","Flat rolled iron or non-alloy steel, coated with lead, width >600mm","Import","4150","654","Weight in kilograms","654"
"China","2018","Flat rolled iron or non-alloy steel, coated with lead, width >600mm","Export","481130","561138","Weight in kilograms","561138"
"China","2018","Flat rolled iron or non-alloy steel, coated with lead, width >600mm","Re-Import","335","372","Weight in kilograms","372"
"China","2018","Flat rolled iron or non-alloy steel, electro plate/zinc,w >600mm, nes","Import","718603404","815931253.13544","Weight in kilograms","815931253.13544"
"China","2018","Flat rolled iron or non-alloy steel, electro plate/zinc,w >600mm, nes","Export","112980280","122896073","Weight in kilograms","122896073"
"China","2018","Flat rolled iron or non-alloy steel, electro plate/zinc,w >600mm, nes","Re-Import","16703071","22599011","Weight in kilograms","22599011"
"China","2018","Flat rolled iron or non-alloy steel, coat/zinc, corrugated, w >600m, ne","Import","195493","150967","Weight in kilograms","150967"
"China","2018","Flat rolled iron or non-alloy steel, coat/zinc, corrugated, w >600m, ne","Export","314923288","335455974.065199","Weight in kilograms","335455974.065199"
"China","2018","Flat rolled iron or non-alloy steel, coat/zinc, corrugated, w >600m, ne","Re-Import","3082","1180","Weight in kilograms","1180"
"China","2018","Flat rolled iron or non-alloy steel, coated with zinc, width >600mm, ne","Import","983622165","1045585470","Weight in kilograms","1045585470"
"China","2018","Flat rolled iron or non-alloy steel, coated with zinc, width >600mm, ne","Export","5642193444","7927583474","Weight in kilograms","7927583474"
"China","2018","Flat rolled iron or non-alloy steel, coated with zinc, width >600mm, ne","Re-Import","11034767","13208201","Weight in kilograms","13208201"
"China","2018","Flat rolled iron or non-alloy steel, coated chromium/oxides, w> 600 mm","Import","1074013","1068899","Weight in kilograms","1068899"
"China","2018","Flat rolled iron or non-alloy steel, coated chromium/oxides, w> 600 mm","Export","166038230","187910374","Weight in kilograms","187910374"
"China","2018","Flat rolled iron or non-alloy steel, coated with aluminium, width>600mm","Import","187151515","204106205","Weight in kilograms","204106205"
"China","2018","Flat rolled iron or non-alloy steel, coated with aluminium, width>600mm","Export","1452599060","1800057897","Weight in kilograms","1800057897"
"China","2018","Flat rolled iron or non-alloy steel, coated with aluminium, width>600mm","Re-Import","621435","585261","Weight in kilograms","585261"
"China","2018","Flat rolled iron or non-alloy steel, painted/plastic coated,width>600mm","Import","140542291","114431110","Weight in kilograms","114431110"
"China","2018","Flat rolled iron or non-alloy steel, painted/plastic coated,width>600mm","Export","4949453404","6001797791","Weight in kilograms","6001797791"
"China","2018","Flat rolled iron or non-alloy steel, painted/plastic coated,width>600mm","Re-Import","466846","467944","Weight in kilograms","467944"
"China","2018","Flat rolled iron or non-alloy steel, clad/plated/coated, w >600mm, nes","Import","163581112","116587108","Weight in kilograms","116587108"
"China","2018","Flat rolled iron or non-alloy steel, clad/plated/coated, w >600mm, nes","Export","159731951","159019569.99554","Weight in kilograms","159019569.99554"
"China","2018","Flat rolled iron or non-alloy steel, clad/plated/coated, w >600mm, nes","Re-Import","193756","197710","Weight in kilograms","197710"
"China","2018","Hot rolled iron or non-alloy steel, w <600mm, t<3mm myp275/t>3mm myp355","Import","18914510","15647086.6004683","Weight in kilograms","15647086.6004683"
"China","2018","Hot rolled iron or non-alloy steel, w <600mm, t<3mm myp275/t>3mm myp355","Export","232441821","402184171.852863","Weight in kilograms","402184171.852863"
"China","2018","Hot rolled iron or non-alloy steel, w <600mm, t<3mm myp275/t>3mm myp355","Re-Import","50457","33001","Weight in kilograms","33001"
"China","2018","Hot box rolled iron or non-alloy steel, flat, w 150-600mm,t >4mm, uncla","Import","23813","15846","Weight in kilograms","15846"
"China","2018","Hot box rolled iron or non-alloy steel, flat, w 150-600mm,t >4mm, uncla","Export","349307","567931","Weight in kilograms","567931"
"China","2018","Hot rolled iron or non-alloy steel, width <600mm, t >4.75mm, unclad nes","Import","5816897","5695926","Weight in kilograms","5695926"
"China","2018","Hot rolled iron or non-alloy steel, width <600mm, t >4.75mm, unclad nes","Export","21326327","28122836.8682196","Weight in kilograms","28122836.8682196"
"China","2018","Hot rolled iron or non-alloy steel, width <600mm, t >4.75mm, unclad nes","Re-Import","259569","324269","Weight in kilograms","324269"
"China","2018","Hot rolled iron or non-alloy steel, width <600mm unclad, nes","Import","76057541","39658987","Weight in kilograms","39658987"
"China","2018","Hot rolled iron or non-alloy steel, width <600mm unclad, nes","Export","25965179","27257691","Weight in kilograms","27257691"
"China","2018","Hot rolled iron or non-alloy steel, width <600mm unclad, nes","Re-Import","18219","16916","Weight in kilograms","16916"
"China","2018","Flat rolled iron or non-alloy steel, width <600mm, unclad, <0.25% C, ne","Import","44058219","34618514.1668047","Weight in kilograms","34618514.1668047"
"China","2018","Flat rolled iron or non-alloy steel, width <600mm, unclad, <0.25% C, ne","Export","51140144","","Weight in kilograms","39030880.4360817"
"China","2018","Flat rolled iron or non-alloy steel, width <600mm, unclad, <0.25% C, ne","Re-Import","4458","1431","Weight in kilograms","1431"
"China","2018","Flat rolled iron or non-alloy steel, width <600mm, unclad, nes","Import","7138070","3675311","Weight in kilograms","3675311"
"China","2018","Flat rolled iron or non-alloy steel, width <600mm, unclad, nes","Export","13357381","15178555.6812393","Weight in kilograms","15178555.6812393"
"China","2018","Flat rolled iron or non-alloy steel, width <600mm, unclad, nes","Re-Import","23","50","Weight in kilograms","50"
"China","2018","Flat rolled iron or non-alloy steel, width <600mm, plated with tin","Import","3837645","2032764","Weight in kilograms","2032764"
"China","2018","Flat rolled iron or non-alloy steel, width <600mm, plated with tin","Export","3940415","2808017","Weight in kilograms","2808017"
"China","2018","Flat rolled iron or non-alloy steel, width <600mm, plated with tin","Re-Import","326020","216941","Weight in kilograms","216941"
"China","2018","Flat rolled steel, <600mm, electro-plated zinc, nes","Import","23664345","15679118.551763","Weight in kilograms","15679118.551763"
"China","2018","Flat rolled steel, <600mm, electro-plated zinc, nes","Export","19766453","30024007.6325628","Weight in kilograms","30024007.6325628"
"China","2018","Flat rolled steel, <600mm, electro-plated zinc, nes","Re-Import","354970","337250","Weight in kilograms","337250"
"China","2018","Flat rolled iron or non-alloy steel, <600mm, coated with zinc, nes","Import","10898736","9096478","Weight in kilograms","9096478"
"China","2018","Flat rolled iron or non-alloy steel, <600mm, coated with zinc, nes","Export","191377131","226199542","Weight in kilograms","226199542"
"China","2018","Flat rolled iron or non-alloy steel, <600mm, coated with zinc, nes","Re-Import","10214","4149","Weight in kilograms","4149"
"China","2018","Flat rolled iron or non-alloy steel, <600mm, painted/plastic coated","Import","27752299","5943124.56978692","Weight in kilograms","5943124.56978692"
"China","2018","Flat rolled iron or non-alloy steel, <600mm, painted/plastic coated","Export","47452607","44479000.9373352","Weight in kilograms","44479000.9373352"
"China","2018","Flat rolled iron or non-alloy steel, <600mm, plated/coated, nes","Import","73792431","25209141","Weight in kilograms","25209141"
"China","2018","Flat rolled iron or non-alloy steel, <600mm, plated/coated, nes","Export","7993842","6812439","Weight in kilograms","6812439"
"China","2018","Flat rolled iron or non-alloy steel, <600mm, plated/coated, nes","Re-Import","47211","41068","Weight in kilograms","41068"
"China","2018","Flat rolled iron or non-alloy steel, width <600mm, clad","Import","52219024","15059017","Weight in kilograms","15059017"
"China","2018","Flat rolled iron or non-alloy steel, width <600mm, clad","Export","11699755","3681109.62926269","Weight in kilograms","3681109.62926269"
"China","2018","Flat rolled iron or non-alloy steel, width <600mm, clad","Re-Import","235158","13447","Weight in kilograms","13447"
"China","2018","Hot rolled bar/rod grooved iron or non-alloy steel in irregular coils","Import","515759","231602","Weight in kilograms","231602"
"China","2018","Hot rolled bar/rod grooved iron or non-alloy steel in irregular coils","Export","29918519","45064627","Weight in kilograms","45064627"
"China","2018","Hot rolled bar/rod, irregular coils,free cutting stee","Import","22427946","24480379","Weight in kilograms","24480379"
"China","2018","Hot rolled bar/rod, irregular coils,free cutting stee","Export","1136680","1563918","Weight in kilograms","1563918"
"China","2018","Hot rolled bar/rod, iron or non-alloy steel, coiled width <14mm, C<.25%","Import","76415335","86870204","Weight in kilograms","86870204"
"China","2018","Hot rolled bar/rod, iron or non-alloy steel, coiled width <14mm, C<.25%","Export","689437484","1215159316.76254","Weight in kilograms","1215159316.76254"
"China","2018","Hot rolled bar/rod, iron or non-alloy steel, coiled width <14mm, C<.25%","Re-Import","1538","232","Weight in kilograms","232"
"China","2018","Hot rolled bar/rod, iron or non-alloy steel, coiled, C<.25%, nes","Import","49917681","53438961","Weight in kilograms","53438961"
"China","2018","Hot rolled bar/rod, iron or non-alloy steel, coiled, C<.25%, nes","Export","19408307","31900997","Weight in kilograms","31900997"
"China","2018","Bar/rod, iron or non-alloy steel, forged","Import","1775672","2264358.25636023","Weight in kilograms","2264358.25636023"
"China","2018","Bar/rod, iron or non-alloy steel, forged","Export","32473629","34577164.0647767","Weight in kilograms","34577164.0647767"
"China","2018","Bar/rod, iron or non-alloy steel, forged","Re-Import","325142","605955","Weight in kilograms","605955"
"China","2018","Bar/rod, iron or non-alloy steel, indented or twisted, nes","Import","10750907","17211426","Weight in kilograms","17211426"
"China","2018","Bar/rod, iron or non-alloy steel, indented or twisted, nes","Export","171951738","246864093","Weight in kilograms","246864093"
"China","2018","Bar/rod, iron or non-alloy steel, indented or twisted, nes","Re-Import","1618871","3095738","Weight in kilograms","3095738"
"China","2018","Bar/rod, iron or non-alloy steel, of free cutting steel, nes","Import","2441385","1664417","Weight in kilograms","1664417"
"China","2018","Bar/rod, iron or non-alloy steel, of free cutting steel, nes","Export","2145075","2691626","Weight in kilograms","2691626"
"China","2018","Bar/rod, iron or non-alloy steel, hot formed <0.25%C, nes","Import","73508403","80600397","Weight in kilograms","80600397"
"China","2018","Bar/rod, iron or non-alloy steel, hot formed <0.25%C, nes","Export","94177673","154601818","Weight in kilograms","154601818"
"China","2018","Bar/rod, iron or non-alloy steel, hot formed <0.25%C, nes","Re-Import","289028","365938","Weight in kilograms","365938"
"China","2018","Bar/rod, cold formed/finished free cutting steel","Import","66606197","41965112","Weight in kilograms","41965112"
"China","2018","Bar/rod, cold formed/finished free cutting steel","Export","1535801","1498596.0552208","Weight in kilograms","1498596.0552208"
"China","2018","Bar/rod, cold formed/finished free cutting steel","Re-Import","20543","10420","Weight in kilograms","10420"
"China","2018","Bar/rod, iron or non-alloy steel, cold formed/finished, <0.25%C","Import","30363438","18607307","Weight in kilograms","18607307"
"China","2018","Bar/rod, iron or non-alloy steel, cold formed/finished, <0.25%C","Export","5946150","6965219.17138303","Weight in kilograms","6965219.17138303"
"China","2018","Bar/rod, iron or non-alloy steel, cold formed/finished, <0.25%C","Re-Import","38105","44732","Weight in kilograms","44732"
"China","2018","Bar/rod, iron or non-alloy steel, nes","Import","14110301","6989199","Weight in kilograms","6989199"
"China","2018","Bar/rod, iron or non-alloy steel, nes","Export","9818233","11420266.8180058","Weight in kilograms","11420266.8180058"
"China","2018","Bar/rod, iron or non-alloy steel, nes","Re-Import","148347","61024","Weight in kilograms","61024"
"China","2018","Sections, U/I/H, iron or non-alloy steel, nfw than hot formed <80mm","Import","14375096","12602770.3146548","Weight in kilograms","12602770.3146548"
"China","2018","Sections, U/I/H, iron or non-alloy steel, nfw than hot formed <80mm","Export","34257778","46895170","Weight in kilograms","46895170"
"China","2018","Sections, U/I/H, iron or non-alloy steel, nfw than hot formed <80mm","Re-Import","124072","182160","Weight in kilograms","182160"
"China","2018","Sections, L, iron or non-alloy steel, nfw hot-roll/drawn/extruded < 80m","Import","1942113","2114828","Weight in kilograms","2114828"
"China","2018","Sections, L, iron or non-alloy steel, nfw hot-roll/drawn/extruded < 80m","Export","140137896","207772362","Weight in kilograms","207772362"
"China","2018","Sections, L, iron or non-alloy steel, nfw hot-roll/drawn/extruded < 80m","Re-Import","476403","649097","Weight in kilograms","649097"
"China","2018","Sections, T, iron or non-alloy steel, nfw hot-roll/drawn/extruded < 80m","Import","237064","55997","Weight in kilograms","55997"
"China","2018","Sections, T, iron or non-alloy steel, nfw hot-roll/drawn/extruded < 80m","Export","290689","353507","Weight in kilograms","353507"
